CTUID,DGUID,CTNAME,LANDAREA,PRUID,CMA_Name,CT_Name,Total_Commuters,Car_Drivers,Median_Income,Pct_Car_Commute,Distance_to_Transit_m,Dist_KM,local_I,local_p,lisa_quad,local_p_fdr,lisa_sig_fdr,lisa_cluster,sig_label,centroid_x,centroid_y
5370001.08,2021S05075370001.08,0001.08,1.6383,35,Hamilton,1.08,2505.0,2025.0,108000.0,80.83832335329342,5808.303785569448,5.808303785569448,0.45850650450918684,0.061,1,0.10552860411899313,False,Not Significant,Not significant,592479.5370921912,4783594.971266028
5370001.09,2021S05075370001.09,0001.09,1.9699,35,Hamilton,1.09,1725.0,1330.0,108000.0,77.10144927536233,6430.335994699919,6.430335994699919,0.47374009747178936,0.002,1,0.009362229102167182,True,High-High,FDR-significant,591417.595994432,4783110.670026519
5370120.02,2021S05075370120.02,0120.02,76.965,35,Hamilton,120.02,675.0,575.0,121000.0,85.18518518518519,12121.077731106134,12.121077731106134,1.0955115760527752,0.001,1,0.006222222222222222,True,High-High,FDR-significant,579991.1058632007,4780646.963744818
5370140.04,2021S05075370140.04,0140.04,3.027,35,Hamilton,140.04,1175.0,990.0,137000.0,84.25531914893617,4220.295999163577,4.220295999163577,0.8960649634377794,0.004,1,0.01566839378238342,True,High-High,FDR-significant,588747.4293503984,4797011.782977048
5320202.11,2021S05075320202.11,0202.11,2.9617,35,Oshawa,202.11,2955.0,2615.0,104000.0,88.49407783417935,832.2094442578165,0.8322094442578165,1.3366097177901295,0.001,1,0.006222222222222222,True,High-High,FDR-significant,683950.844614446,4863552.127795101
5320015.02,2021S05075320015.02,0015.02,2.2367,35,Oshawa,15.02,1510.0,1195.0,94000.0,79.13907284768213,6497.4696480103175,6.497469648010317,0.2682299828905488,0.161,1,0.20806153846153846,False,Not Significant,Not significant,670095.7085443956,4867752.953187261
5350420.13,2021S05075350420.13,0420.13,1.8675,35,Toronto,420.13,1715.0,1260.0,81000.0,73.46938775510205,574.6900720769205,0.5746900720769205,0.15846504108410928,0.031,1,0.06546368715083799,False,Not Significant,Not significant,627082.6527662316,4855531.196390642
5350422.03,2021S05075350422.03,0422.03,3.5903,35,Toronto,422.03,1705.0,1335.0,128000.0,78.2991202346041,3210.963694525795,3.2109636945257947,0.40081299773790924,0.015,1,0.03951219512195121,True,High-High,FDR-significant,628930.4161409014,4861075.875848467
5350422.04,2021S05075350422.04,0422.04,0.8388,35,Toronto,422.04,915.0,735.0,119000.0,80.32786885245902,2454.1393820419007,2.454139382041901,0.47308717799612454,0.131,1,0.18006545454545453,False,Not Significant,Not significant,628587.7325824057,4860237.228711678
5350422.05,2021S05075350422.05,0422.05,1.5519,35,Toronto,422.05,1630.0,1265.0,120000.0,77.60736196319019,1618.5918042768865,1.6185918042768865,0.25825189535696125,0.093,1,0.14005577689243026,False,Not Significant,Not significant,627674.3706634715,4860095.942679976
5350422.06,2021S05075350422.06,0422.06,1.8382,35,Toronto,422.06,1480.0,1020.0,63200.0,68.91891891891892,507.25370332933863,0.5072537033293386,-0.011318520919732872,0.081,2,0.126259793814433,False,Not Significant,Not significant,626349.1996732625,4859546.262235464
5350424.07,2021S05075350424.07,0424.07,2.0988,35,Toronto,424.07,2135.0,1795.0,125000.0,84.07494145199064,1060.2579425475842,1.0602579425475842,0.7678045838309914,0.019,1,0.04717241379310345,True,High-High,FDR-significant,623892.3890146165,4862014.646511961
5350424.08,2021S05075350424.08,0424.08,2.3112,35,Toronto,424.08,2030.0,1710.0,137000.0,84.23645320197043,1183.5917357708122,1.1835917357708121,0.6338795777094897,0.045,1,0.08580075662042876,False,Not Significant,Not significant,624022.6268937835,4860989.859994864
5350804.10,2021S05075350804.10,0804.10,1.4956,35,Toronto,804.1,1220.0,885.0,81000.0,72.54098360655738,601.9455018887123,0.6019455018887123,0.10439063532669746,0.107,1,0.1549655172413793,False,Not Significant,Not significant,653481.0426265758,4855258.038837284
5350804.11,2021S05075350804.11,0804.11,1.6894,35,Toronto,804.11,1990.0,1485.0,93000.0,74.62311557788944,1660.4282843937815,1.6604282843937814,0.18222971843040234,0.067,1,0.11144554455445546,False,Not Significant,Not significant,654984.8859724642,4856291.235448291
5350450.05,2021S05075350450.05,0450.05,3.0023,35,Toronto,450.05,1950.0,1640.0,124000.0,84.1025641025641,953.0152571308884,0.9530152571308883,0.7860558705554547,0.004,1,0.01566839378238342,True,High-High,FDR-significant,624234.7036304609,4876842.712995679
5350450.06,2021S05075350450.06,0450.06,3.3529,35,Toronto,450.06,2370.0,2045.0,148000.0,86.28691983122363,2536.8758026901505,2.5368758026901506,0.9704374832589376,0.01,1,0.03030060120240481,True,High-High,FDR-significant,626095.806793351,4877510.490278079
5350573.06,2021S05075350573.06,0573.06,0.8234,35,Toronto,573.06,1875.0,1405.0,107000.0,74.93333333333332,2245.0708419653483,2.2450708419653482,0.14327991547864108,0.184,1,0.229166392092257,False,Not Significant,Not significant,597537.3895511536,4838666.731444097
5350573.07,2021S05075350573.07,0573.07,1.5397,35,Toronto,573.07,2375.0,1665.0,84000.0,70.10526315789474,993.4509679815294,0.9934509679815294,0.02345438873692587,0.076,1,0.12007523510971788,False,Not Significant,Not significant,598657.0092685224,4837646.870692326
5350576.16,2021S05075350576.16,0576.16,0.985,35,Toronto,576.16,2575.0,2040.0,118000.0,79.2233009708738,6176.721332114981,6.176721332114981,0.3097853181051755,0.092,1,0.13896503496503496,False,Not Significant,Not significant,599858.2790203961,4844023.872017973
5350576.17,2021S05075350576.17,0576.17,1.1763,35,Toronto,576.17,2525.0,1850.0,114000.0,73.26732673267327,6652.647316907927,6.652647316907927,0.1317342869815806,0.075,1,0.11949420442571126,False,Not Significant,Not significant,600352.3187389631,4844464.62889236
5350585.09,2021S05075350585.09,0585.09,2.5319,35,Toronto,585.09,2265.0,2030.0,124000.0,89.62472406181016,15809.211248299549,15.80921124829955,1.5383123037882254,0.001,1,0.006222222222222222,True,High-High,FDR-significant,602490.3565487054,4859245.970919094
5350585.10,2021S05075350585.10,0585.10,1.9392,35,Toronto,585.1,1965.0,1770.0,124000.0,90.07633587786259,13901.084895369779,13.90108489536978,1.6287560949671316,0.001,1,0.006222222222222222,True,High-High,FDR-significant,603634.6779329992,4857652.572462493
5350586.02,2021S05075350586.02,0586.02,85.5158,35,Toronto,586.02,1070.0,960.0,115000.0,89.7196261682243,9219.938924991491,9.21993892499149,1.2909003098587228,0.001,1,0.006222222222222222,True,High-High,FDR-significant,588377.105970319,4843348.466228515
5350516.30,2021S05075350516.30,0516.30,2.4039,35,Toronto,516.3,1585.0,1310.0,156000.0,82.64984227129337,827.5741074091746,0.8275741074091747,0.32147182024949356,0.163,1,0.20957142857142858,False,Not Significant,Not significant,604436.6647167173,4824801.786647261
5350516.31,2021S05075350516.31,0516.31,1.4206,35,Toronto,516.31,695.0,580.0,131000.0,83.45323741007195,1190.6830708624777,1.1906830708624778,0.39654430090472675,0.089,1,0.1357901109989909,False,Not Significant,Not significant,605362.4301618999,4824103.941190837
5350516.32,2021S05075350516.32,0516.32,1.0444,35,Toronto,516.32,1580.0,1280.0,144000.0,81.0126582278481,1725.2092013445033,1.7252092013445033,0.47418709243686324,0.076,1,0.12007523510971788,False,Not Significant,Not significant,598459.3482326316,4825470.952844017
5350520.07,2021S05075350520.07,0520.07,0.3389,35,Toronto,520.07,1280.0,800.0,73000.0,62.5,331.9688273171764,0.3319688273171764,-0.016275948966584065,0.482,2,0.48585599999999995,False,Not Significant,Not significant,611285.851862396,4826239.005805838
5350520.08,2021S05075350520.08,0520.08,1.102,35,Toronto,520.08,2030.0,1430.0,95000.0,70.44334975369459,1216.4922415266183,1.2164922415266182,0.01618988402824071,0.28,1,0.32,False,Not Significant,Not significant,610637.1846350749,4825416.525869813
5350528.32,2021S05075350528.32,0528.32,1.9493,35,Toronto,528.32,1475.0,1130.0,147000.0,76.61016949152543,2152.8858396628957,2.1528858396628956,0.2565019240886153,0.059,1,0.103369640787949,False,Not Significant,Not significant,604709.9924584476,4830058.459200984
5350528.33,2021S05075350528.33,0528.33,2.5289,35,Toronto,528.33,1865.0,1515.0,137000.0,81.23324396782841,3244.0137075305183,3.2440137075305184,0.3952946022641816,0.076,1,0.12007523510971788,False,Not Significant,Not significant,603694.9730895375,4828952.129907228
5350528.34,2021S05075350528.34,0528.34,3.3417,35,Toronto,528.34,2020.0,1565.0,119000.0,77.47524752475248,721.3144251129391,0.7213144251129392,0.22698045098855538,0.16,1,0.20747855917667238,False,Not Significant,Not significant,607624.3614865978,4831108.137500729
5350528.35,2021S05075350528.35,0528.35,15.0285,35,Toronto,528.35,1075.0,865.0,130000.0,80.46511627906978,1477.9951825247433,1.4779951825247433,0.21451643324854586,0.123,1,0.1710910763569457,False,Not Significant,Not significant,610627.2406010935,4832780.486556656
5350530.01,2021S05075350530.01,0530.01,0.8448,35,Toronto,530.01,1760.0,1090.0,83000.0,61.93181818181818,1924.1414160523539,1.9241414160523538,0.10182400628993177,0.312,3,0.3486651884700665,False,Not Significant,Not significant,610111.5217618882,4841882.977303247
5350530.02,2021S05075350530.02,0530.02,0.3997,35,Toronto,530.02,1315.0,870.0,76500.0,66.15969581749049,1688.1092013210061,1.6881092013210062,0.038094301400263396,0.332,3,0.3666793279766253,False,Not Significant,Not significant,610427.61794167,4841535.463698569
5350451.05,2021S05075350451.05,0451.05,2.5471,35,Toronto,451.05,1885.0,1545.0,127000.0,81.9628647214854,1142.0965776070705,1.1420965776070704,0.5576856309235817,0.034,1,0.06975305291723202,False,Not Significant,Not significant,620783.4552281421,4878165.842566559
5350451.06,2021S05075350451.06,0451.06,1.929,35,Toronto,451.06,2290.0,1950.0,128000.0,85.1528384279476,1076.0268755532184,1.0760268755532183,0.7167965264360177,0.042,1,0.08215265200517465,False,Not Significant,Not significant,621040.8385473919,4877168.695612091
5350451.07,2021S05075350451.07,0451.07,3.4995,35,Toronto,451.07,1650.0,1380.0,132000.0,83.63636363636363,1451.2483145235049,1.451248314523505,0.7978948517850983,0.009,1,0.02811570247933884,True,High-High,FDR-significant,621181.0058565214,4875916.7159459945
5350424.09,2021S05075350424.09,0424.09,2.1217,35,Toronto,424.09,1455.0,1200.0,122000.0,82.4742268041237,4494.4949895601685,4.4944949895601685,0.758169581299683,0.01,1,0.03030060120240481,True,High-High,FDR-significant,622919.5214322805,4866899.001868162
5350424.10,2021S05075350424.10,0424.10,2.7326,35,Toronto,424.1,1900.0,1530.0,142000.0,80.52631578947368,5092.789089818639,5.0927890898186385,0.6593513577895351,0.002,1,0.009362229102167182,True,High-High,FDR-significant,622718.9292669005,4867973.769787385
5350424.11,2021S05075350424.11,0424.11,4.1599,35,Toronto,424.11,2510.0,2045.0,117000.0,81.47410358565737,4034.584434168698,4.034584434168698,0.6410351511701252,0.005,1,0.01826086956521739,True,High-High,FDR-significant,624810.6516681293,4868002.428280136
5350411.07,2021S05075350411.07,0411.07,1.757,35,Toronto,411.07,1555.0,1315.0,141000.0,84.56591639871382,1651.5727349942927,1.6515727349942926,0.5871294603299638,0.06,1,0.10475750577367204,False,Not Significant,Not significant,619316.9728932759,4855756.764085047
5350412.12,2021S05075350412.12,0412.12,1.031,35,Toronto,412.12,1325.0,1065.0,115000.0,80.37735849056604,703.2939406273418,0.7032939406273419,0.7078900844343915,0.009,1,0.02811570247933884,True,High-High,FDR-significant,616271.3432334233,4849891.902596438
5350412.13,2021S05075350412.13,0412.13,2.5743,35,Toronto,412.13,1685.0,1385.0,97000.0,82.19584569732937,1269.5544750191932,1.2695544750191932,0.6531295363331063,0.024,1,0.055317073170731715,False,Not Significant,Not significant,616577.8912655759,4850742.989421648
5350411.08,2021S05075350411.08,0411.08,29.5415,35,Toronto,411.08,2805.0,1945.0,75500.0,69.34046345811052,1279.393256703371,1.279393256703371,0.0007659248377268261,0.037,1,0.07429482071713146,False,Not Significant,Not significant,619667.6815866698,4851530.16663093
5350411.09,2021S05075350411.09,0411.09,1.3956,35,Toronto,411.09,1930.0,1465.0,130000.0,75.90673575129534,839.9562668073958,0.8399562668073958,0.2639974551950972,0.053,1,0.09631730769230769,False,Not Significant,Not significant,621563.5230838779,4854748.339810494
5350412.14,2021S05075350412.14,0412.14,2.2135,35,Toronto,412.14,1255.0,1080.0,180000.0,86.05577689243027,3651.4537397380013,3.651453739738001,1.1690971047533005,0.001,1,0.006222222222222222,True,High-High,FDR-significant,611717.6642479278,4851315.672873453
5350412.15,2021S05075350412.15,0412.15,4.4754,35,Toronto,412.15,1800.0,1570.0,134000.0,87.22222222222223,2681.8827788553235,2.6818827788553237,1.1985818558002215,0.001,1,0.006222222222222222,True,High-High,FDR-significant,613193.0016240543,4851169.380922946
5350411.12,2021S05075350411.12,0411.12,1.2772,35,Toronto,411.12,2075.0,1690.0,138000.0,81.44578313253012,2171.0293191992896,2.1710293191992895,0.5667978418572162,0.006,1,0.020712328767123287,True,High-High,FDR-significant,617805.8069992482,4857149.595241736
5350128.04,2021S05075350128.04,0128.04,0.162,35,Toronto,128.04,1240.0,515.0,80000.0,41.53225806451613,473.42413095887986,0.47342413095887986,3.021655622171769,0.003,3,0.01249586776859504,True,Low-Low,FDR-significant,629619.267074666,4839528.028975506
5350363.06,2021S05075350363.06,0363.06,0.821,35,Toronto,363.06,2275.0,1310.0,72500.0,57.58241758241758,416.6663752786512,0.4166663752786512,0.484922939736881,0.052,3,0.09484197828709288,False,Not Significant,Not significant,640977.2047052927,4848675.042259329
5350363.07,2021S05075350363.07,0363.07,2.2422,35,Toronto,363.07,1465.0,750.0,55600.0,51.19453924914675,1867.2148638828776,1.8672148638828776,0.6375781431379512,0.067,3,0.11144554455445546,False,Not Significant,Not significant,642406.7879379246,4849129.286059293
5350378.23,2021S05075350378.23,0378.23,1.5314,35,Toronto,378.23,1080.0,710.0,91000.0,65.74074074074075,1310.1683350383232,1.3101683350383233,0.07997261895976909,0.156,3,0.2031627906976744,False,Not Significant,Not significant,639299.535706228,4851021.724946913
5350378.24,2021S05075350378.24,0378.24,2.5129,35,Toronto,378.24,1525.0,1000.0,68500.0,65.57377049180327,1656.4948211903452,1.6564948211903452,0.08573068429106938,0.134,3,0.18252972972972975,False,Not Significant,Not significant,640445.583156172,4851599.249495744
5350400.13,2021S05075350400.13,0400.13,1.2779,35,Toronto,400.13,2020.0,1540.0,105000.0,76.23762376237624,3649.922173928404,3.649922173928404,0.1647633923275665,0.203,1,0.24693161705551087,False,Not Significant,Not significant,639842.5490299227,4856491.469306329
5350400.14,2021S05075350400.14,0400.14,1.0543,35,Toronto,400.14,1760.0,1360.0,102000.0,77.27272727272727,3791.979445860507,3.791979445860507,0.11428112224673258,0.275,1,0.31547799696509865,False,Not Significant,Not significant,639935.8076689079,4855394.530205666
5350401.17,2021S05075350401.17,0401.17,1.1107,35,Toronto,401.17,800.0,635.0,100000.0,79.375,1850.847379568741,1.850847379568741,0.3685061355886018,0.068,1,0.11236721311475412,False,Not Significant,Not significant,636834.0836920959,4855455.450633172
5350573.09,2021S05075350573.09,0573.09,1.3795,35,Toronto,573.09,2250.0,1700.0,111000.0,75.55555555555556,2197.827580053994,2.197827580053994,0.2027848998879654,0.074,1,0.1186511134676564,False,Not Significant,Not significant,597550.4530394631,4837137.714549422
5350528.39,2021S05075350528.39,0528.39,5.927,35,Toronto,528.39,2060.0,1690.0,151000.0,82.03883495145631,1762.7602348355342,1.7627602348355342,0.5965072418037202,0.013,1,0.036265682656826566,True,High-High,FDR-significant,600322.5905332702,4829675.742032264
5350528.40,2021S05075350528.40,0528.40,3.5052,35,Toronto,528.4,1960.0,1655.0,150000.0,84.43877551020408,3095.2865775473933,3.0952865775473932,0.5840390836630953,0.039,1,0.07738582677165355,False,Not Significant,Not significant,602618.007874339,4830296.017488749
5350528.42,2021S05075350528.42,0528.42,1.1624,35,Toronto,528.42,1625.0,1245.0,129000.0,76.61538461538461,2400.8156532045577,2.4008156532045577,0.21364865402374483,0.071,1,0.11530827067669172,False,Not Significant,Not significant,605644.6876647582,4828719.785409396
5350528.43,2021S05075350528.43,0528.43,0.7165,35,Toronto,528.43,1415.0,1070.0,116000.0,75.61837455830388,2423.527152555655,2.423527152555655,0.16257037574267286,0.142,1,0.19034042553191488,False,Not Significant,Not significant,606783.6313950589,4827564.103383741
5350412.18,2021S05075350412.18,0412.18,6.7537,35,Toronto,412.18,2345.0,2035.0,172000.0,86.78038379530916,3166.6224897980956,3.1666224897980957,0.8362542653140048,0.009,1,0.02811570247933884,True,High-High,FDR-significant,615410.1793438742,4852336.312769062
5350576.20,2021S05075350576.20,0576.20,0.9731,35,Toronto,576.2,2660.0,1980.0,114000.0,74.43609022556392,7171.283785449225,7.1712837854492255,0.18344213484218255,0.037,1,0.07429482071713146,False,Not Significant,Not significant,600795.5541137231,4845023.954904829
5350576.22,2021S05075350576.22,0576.22,1.7326,35,Toronto,576.22,2760.0,2065.0,119000.0,74.81884057971014,7619.727700616398,7.619727700616398,0.2242074745958812,0.017,1,0.04378875638841567,True,High-High,FDR-significant,601855.3351661299,4846285.252921357
5350010.01,2021S05075350010.01,0010.01,0.2476,35,Toronto,10.01,1430.0,620.0,110000.0,43.35664335664335,360.4250661717214,0.36042506617172143,3.4057377388245773,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,627777.0710791494,4833350.717665432
5350010.02,2021S05075350010.02,0010.02,0.5382,35,Toronto,10.02,1980.0,720.0,97000.0,36.36363636363637,371.0647414510495,0.3710647414510495,4.189044211681652,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,628464.0574805407,4833485.8295684485
5350400.15,2021S05075350400.15,0400.15,2.1349,35,Toronto,400.15,1415.0,1165.0,130000.0,82.3321554770318,1723.345346983034,1.723345346983034,0.4574656431705409,0.038,1,0.076,False,Not Significant,Not significant,640871.9402515814,4859160.861292434
5350400.16,2021S05075350400.16,0400.16,2.2278,35,Toronto,400.16,1595.0,1270.0,148000.0,79.62382445141067,2679.007242861451,2.679007242861451,0.36534466114829706,0.078,1,0.12246728971962617,False,Not Significant,Not significant,641172.7653157893,4858137.013610944
5350403.04,2021S05075350403.04,0403.04,2.0663,35,Toronto,403.04,1035.0,845.0,127000.0,81.64251207729468,3043.555580447275,3.043555580447275,0.6219967148471334,0.007,1,0.023109170305676857,True,High-High,FDR-significant,630861.2207127665,4859351.873379157
5350403.05,2021S05075350403.05,0403.05,4.0757,35,Toronto,403.05,1090.0,900.0,132000.0,82.56880733944955,3491.2829973608227,3.491282997360823,0.6997652636999441,0.003,1,0.01249586776859504,True,High-High,FDR-significant,634245.0577869444,4860548.153969762
5350403.07,2021S05075350403.07,0403.07,2.3159,35,Toronto,403.07,2760.0,2290.0,114000.0,82.97101449275362,1857.130466110003,1.857130466110003,0.6727309621797861,0.008,1,0.02568152866242038,True,High-High,FDR-significant,636355.873319399,4860753.460662072
5350805.09,2021S05075350805.09,0805.09,1.1171,35,Toronto,805.09,1845.0,1450.0,125000.0,78.59078590785907,2999.777765003776,2.9997777650037762,0.38666320253919373,0.045,1,0.08580075662042876,False,Not Significant,Not significant,658179.6596057492,4859746.05164241
5350805.10,2021S05075350805.10,0805.10,1.1825,35,Toronto,805.1,2265.0,1890.0,118000.0,83.44370860927152,2345.0226924530402,2.3450226924530404,0.5112333359731103,0.051,1,0.09358252427184464,False,Not Significant,Not significant,657050.21875804,4859184.847008369
5350631.02,2021S05075350631.02,0631.02,2.395,35,Toronto,631.02,2080.0,1815.0,162000.0,87.25961538461539,4261.389339263567,4.261389339263567,1.1971829170064037,0.001,1,0.006222222222222222,True,High-High,FDR-significant,591060.449809998,4832330.431764387
5350612.15,2021S05075350612.15,0612.15,4.0516,35,Toronto,612.15,2055.0,1645.0,142000.0,80.04866180048663,4326.790992298466,4.326790992298466,0.5158865075287039,0.008,1,0.02568152866242038,True,High-High,FDR-significant,599123.9915350925,4808406.940856294
5320001.00,2021S05075320001.00,0001.00,6.6328,35,Oshawa,1.0,1285.0,1045.0,68000.0,81.32295719844358,2533.5246954059303,2.5335246954059305,0.5074177132195643,0.022,1,0.052137931034482755,False,Not Significant,Not significant,674612.6643129282,4860496.427704505
5370223.10,2021S05075370223.10,0223.10,1.2507,35,Hamilton,223.1,1410.0,1160.0,139000.0,82.26950354609929,3853.799050816506,3.853799050816506,0.7425785602457927,0.003,1,0.01249586776859504,True,High-High,FDR-significant,597427.1536352749,4806202.707048975
5320005.00,2021S05075320005.00,0005.00,1.1279,35,Oshawa,5.0,1215.0,885.0,52800.0,72.8395061728395,488.20620095325876,0.4882062009532588,0.054732062362671086,0.318,1,0.3540618556701031,False,Not Significant,Not significant,672078.2294896762,4862059.950612964
5320006.00,2021S05075320006.00,0006.00,1.448,35,Oshawa,6.0,1125.0,815.0,61600.0,72.44444444444444,606.8003342989153,0.6068003342989153,0.08019788794241949,0.141,1,0.18967259786476867,False,Not Significant,Not significant,672958.9897280829,4861543.099218347
5320007.00,2021S05075320007.00,0007.00,1.5845,35,Oshawa,7.0,1995.0,1535.0,79000.0,76.94235588972431,1234.9887609954344,1.2349887609954344,0.09591432049405536,0.357,1,0.38833381294964026,False,Not Significant,Not significant,673167.9467556417,4862602.3056531465
5320010.00,2021S05075320010.00,0010.00,1.3081,35,Oshawa,10.0,1490.0,950.0,45600.0,63.758389261744966,1488.8272088750507,1.4888272088750507,-0.17243262407150226,0.063,2,0.10763389830508474,False,Not Significant,Not significant,671687.5493035504,4862990.497422047
5320011.00,2021S05075320011.00,0011.00,1.9697,35,Oshawa,11.0,1705.0,1350.0,84000.0,79.17888563049853,2662.142489954344,2.662142489954344,0.29937717495128013,0.065,1,0.10981005586592178,False,Not Significant,Not significant,671176.4522774428,4864046.811353052
5320013.00,2021S05075320013.00,0013.00,5.2227,35,Oshawa,13.0,2005.0,1685.0,111000.0,84.03990024937656,4408.043879673675,4.408043879673675,0.5097992284582759,0.028,1,0.061356521739130435,False,Not Significant,Not significant,669096.5099693532,4865027.53395714
5320103.00,2021S05075320103.00,0103.00,1.1593,35,Oshawa,103.0,845.0,625.0,74000.0,73.96449704142012,1000.9556313281948,1.0009556313281949,0.16685808976252098,0.093,1,0.14005577689243026,False,Not Significant,Not significant,665170.0910702767,4859786.0084246425
5320104.00,2021S05075320104.00,0104.00,1.7036,35,Oshawa,104.0,1400.0,1155.0,100000.0,82.5,2729.360716529304,2.729360716529304,0.4753587090636975,0.027,1,0.060301329394387,False,Not Significant,Not significant,664604.0538644207,4861432.652679646
5350001.00,2021S05075350001.00,0001.00,6.8192,35,Toronto,1.0,180.0,95.0,137000.0,52.77777777777778,1481.315314038717,1.481315314038717,1.3506395197813894,0.004,3,0.01566839378238342,True,Low-Low,FDR-significant,634351.1392052943,4833906.438561689
5350002.00,2021S05075350002.00,0002.00,3.3926,35,Toronto,2.0,115.0,30.0,85000.0,26.08695652173913,2315.988437320794,2.315988437320794,-0.0,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,630561.7872513059,4831298.327604314
5350003.00,2021S05075350003.00,0003.00,0.9455,35,Toronto,3.0,195.0,120.0,89000.0,61.53846153846154,2368.0321079403143,2.3680321079403144,0.5753610551433443,0.002,3,0.009362229102167182,True,Low-Low,FDR-significant,624982.5279190926,4832528.341173526
5350004.00,2021S05075350004.00,0004.00,0.3404,35,Toronto,4.0,2015.0,500.0,50000.0,24.81389578163772,1661.1413091479133,1.6611413091479132,4.743505043497598,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,625847.6840178306,4832792.723722919
5350005.00,2021S05075350005.00,0005.00,0.3764,35,Toronto,5.0,1895.0,590.0,66000.0,31.13456464379947,877.0586170700798,0.8770586170700798,5.087890879622511,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,626593.4085087476,4833076.634617455
5350009.00,2021S05075350009.00,0009.00,0.1032,35,Toronto,9.0,75.0,15.0,45200.0,20.0,300.6748371966646,0.3006748371966646,5.666154841756191,0.015,3,0.03951219512195121,True,Low-Low,FDR-significant,627543.1694628173,4833459.93781628
5350014.00,2021S05075350014.00,0014.00,0.4727,35,Toronto,14.0,490.0,135.0,92000.0,27.55102040816326,237.00186616410915,0.23700186616410915,7.53387205364003,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,630473.8762808454,4834114.946766073
5350015.00,2021S05075350015.00,0015.00,0.286,35,Toronto,15.0,1125.0,300.0,94000.0,26.666666666666668,258.94660887263933,0.2589466088726393,7.398886502544066,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,631015.2033428309,4834347.863287669
5350016.00,2021S05075350016.00,0016.00,0.6317,35,Toronto,16.0,2610.0,795.0,95000.0,30.45977011494253,173.0561618443574,0.1730561618443574,5.578928913131788,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,631905.3612577054,4834709.430003219
5350018.00,2021S05075350018.00,0018.00,0.347,35,Toronto,18.0,915.0,465.0,105000.0,50.81967213114754,181.70361658065153,0.18170361658065154,2.063640174728274,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,633343.9200353306,4835244.297688442
5350019.00,2021S05075350019.00,0019.00,0.2489,35,Toronto,19.0,740.0,270.0,80000.0,36.486486486486484,886.5203979634074,0.8865203979634074,2.4042808389133663,0.005,3,0.01826086956521739,True,Low-Low,FDR-significant,634268.4644645894,4835549.726495322
5350020.00,2021S05075350020.00,0020.00,0.7287,35,Toronto,20.0,430.0,285.0,147000.0,66.27906976744185,2199.405854032336,2.199405854032336,0.250000118358619,0.003,3,0.01249586776859504,True,Low-Low,FDR-significant,635805.5022700178,4835929.673731678
5350021.00,2021S05075350021.00,0021.00,0.9119,35,Toronto,21.0,1270.0,605.0,89000.0,47.63779527559055,1982.3837558176156,1.9823837558176156,0.8832522993697136,0.062,3,0.10664846416382252,False,Not Significant,Not significant,637558.3178348579,4836549.975348627
5350022.00,2021S05075350022.00,0022.00,0.5546,35,Toronto,22.0,770.0,505.0,149000.0,65.5844155844156,1515.898596567726,1.5158985965677259,0.22746432305101552,0.034,3,0.06975305291723202,False,Not Significant,Not significant,638117.0569077703,4837362.110060175
5350023.00,2021S05075350023.00,0023.00,0.6863,35,Toronto,23.0,680.0,370.0,134000.0,54.41176470588235,1269.843055255403,1.269843055255403,0.8544891429221257,0.031,3,0.06546368715083799,False,Not Significant,Not significant,637432.6610165711,4837253.555144549
5350024.00,2021S05075350024.00,0024.00,0.7093,35,Toronto,24.0,1550.0,845.0,115000.0,54.516129032258064,1664.4170398494205,1.6644170398494205,0.8672701060323128,0.029,3,0.0625506419400856,False,Not Significant,Not significant,636666.253945314,4836866.072248992
5350025.00,2021S05075350025.00,0025.00,0.5284,35,Toronto,25.0,955.0,485.0,84000.0,50.78534031413613,1624.5797302284097,1.6245797302284097,1.162282518228852,0.014,3,0.038071942446043165,True,Low-Low,FDR-significant,635939.0226505025,4836756.391434121
5350026.00,2021S05075350026.00,0026.00,0.7772,35,Toronto,26.0,1470.0,700.0,98000.0,47.61904761904761,1605.6084938862632,1.6056084938862631,1.6768836717084232,0.002,3,0.009362229102167182,True,Low-Low,FDR-significant,635238.6130543263,4836292.914958968
5350027.00,2021S05075350027.00,0027.00,0.4853,35,Toronto,27.0,1005.0,445.0,98000.0,44.27860696517413,972.3268762355087,0.9723268762355087,2.288691785100381,0.004,3,0.01566839378238342,True,Low-Low,FDR-significant,634604.0139206747,4836220.585241309
5350029.00,2021S05075350029.00,0029.00,0.6766,35,Toronto,29.0,1650.0,590.0,92000.0,35.75757575757576,473.4459450693137,0.4734459450693137,3.8446529781315437,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,633041.5972426668,4835738.542477035
5350030.00,2021S05075350030.00,0030.00,0.3807,35,Toronto,30.0,1570.0,575.0,76500.0,36.624203821656046,807.897780902826,0.8078977809028259,4.785869475527321,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,632233.1932906421,4835270.853422095
