CTUID,DGUID,CTNAME,LANDAREA,PRUID,CMA_Name,CT_Name,Total_Commuters,Car_Drivers,Median_Income,Pct_Car_Commute,Distance_to_Transit_m,Dist_KM,local_I,local_p,lisa_quad,local_p_fdr,lisa_sig_fdr,lisa_cluster,sig_label,centroid_x,centroid_y
5350370.02,2021S05075350370.02,0370.02,2.2738,35,Toronto,370.02,1750.0,900.0,85000.0,51.42857142857142,828.3165022972929,0.8283165022972929,0.7271279024816845,0.058,3,0.1020908032596042,False,Not Significant,Not significant,638734.692667302,4846596.528306953
5350370.03,2021S05075350370.03,0370.03,0.8572,35,Toronto,370.03,1435.0,855.0,92000.0,59.58188153310105,1019.0098857020815,1.0190098857020815,0.4639810396635226,0.07,3,0.11417475728155341,False,Not Significant,Not significant,638292.1463810933,4845873.2685916945
5350374.01,2021S05075350374.01,0374.01,1.1867,35,Toronto,374.01,1750.0,1070.0,94000.0,61.142857142857146,2715.9328387333057,2.715932838733306,0.21437818386849078,0.106,3,0.15366442953020135,False,Not Significant,Not significant,635740.2439455302,4848050.5238417275
5350374.02,2021S05075350374.02,0374.02,0.8023,35,Toronto,374.02,1040.0,630.0,91000.0,60.57692307692307,1789.831805768871,1.789831805768871,0.27535626021257453,0.091,3,0.13772972972972972,False,Not Significant,Not significant,636722.2044083806,4848370.6266204445
5350374.03,2021S05075350374.03,0374.03,0.808,35,Toronto,374.03,1080.0,645.0,64000.0,59.72222222222222,1082.5225192206658,1.0825225192206658,0.35919395836794993,0.068,3,0.11236721311475412,False,Not Significant,Not significant,637508.077886912,4848637.726371404
5350375.04,2021S05075350375.04,0375.04,0.9213,35,Toronto,375.04,1750.0,1090.0,96000.0,62.28571428571429,1767.2348636257443,1.7672348636257442,0.13087989696212238,0.199,3,0.24284745762711865,False,Not Significant,Not significant,636037.1246411704,4850262.127970901
5350375.05,2021S05075350375.05,0375.05,1.1294,35,Toronto,375.05,2035.0,1330.0,79500.0,65.35626535626535,2580.881699759236,2.580881699759236,0.09426556559861957,0.163,3,0.20957142857142858,False,Not Significant,Not significant,635301.499254431,4849889.075340136
5350139.02,2021S05075350139.02,0139.02,0.5095,35,Toronto,139.02,455.0,245.0,198000.0,53.84615384615385,1082.020586320663,1.082020586320663,0.9427359771832347,0.018,3,0.04551170568561872,True,Low-Low,FDR-significant,628399.5761830689,4841429.169882691
5350377.02,2021S05075350377.02,0377.02,1.906,35,Toronto,377.02,1200.0,845.0,91000.0,70.41666666666667,846.0468005922027,0.8460468005922026,-0.03505535411509818,0.089,4,0.1357901109989909,False,Not Significant,Not significant,638864.773394327,4849777.801789965
5350377.03,2021S05075350377.03,0377.03,0.6501,35,Toronto,377.03,630.0,420.0,98000.0,66.66666666666666,952.338848120278,0.952338848120278,0.04379488997734317,0.271,3,0.3125491990846682,False,Not Significant,Not significant,638368.8457885626,4851240.611397262
5350287.03,2021S05075350287.03,0287.03,0.4842,35,Toronto,287.03,665.0,285.0,54800.0,42.857142857142854,521.0390473012517,0.5210390473012517,2.114062223297241,0.01,3,0.03030060120240481,True,Low-Low,FDR-significant,625498.5513227758,4842006.591416172
5350378.02,2021S05075350378.02,0378.02,1.0584,35,Toronto,378.02,995.0,545.0,87000.0,54.773869346733676,489.8951080375456,0.4898951080375456,0.3757881144229114,0.143,3,0.19100353356890457,False,Not Significant,Not significant,639845.8489162452,4849558.319629601
5350378.03,2021S05075350378.03,0378.03,2.198,35,Toronto,378.03,2795.0,1770.0,91000.0,63.327370304114496,2115.559994279984,2.115559994279984,0.19123738047313885,0.066,3,0.11063414634146343,False,Not Significant,Not significant,643219.9557188164,4850584.521021493
5350400.03,2021S05075350400.03,0400.03,0.7922,35,Toronto,400.03,785.0,635.0,125000.0,80.89171974522293,585.1593044735788,0.5851593044735788,0.4328632532149006,0.076,1,0.12007523510971788,False,Not Significant,Not significant,639156.2391222671,4860700.671865442
5350287.04,2021S05075350287.04,0287.04,0.5939,35,Toronto,287.04,1310.0,580.0,72000.0,44.274809160305345,1027.8116886141092,1.0278116886141093,1.5016844558395663,0.027,3,0.060301329394387,False,Not Significant,Not significant,626067.3799681002,4842229.410441703
5350308.03,2021S05075350308.03,0308.03,0.3967,35,Toronto,308.03,285.0,175.0,137000.0,61.40350877192983,1107.4600542676808,1.1074600542676807,0.457551438738486,0.076,3,0.12007523510971788,False,Not Significant,Not significant,626716.8861810098,4847827.036351144
5350402.04,2021S05075350402.04,0402.04,2.8311,35,Toronto,402.04,1230.0,945.0,121000.0,76.82926829268293,2533.87316500995,2.53387316500995,0.12631719139906625,0.244,1,0.2857691711851278,False,Not Significant,Not significant,630607.7608978943,4852627.22627917
5350402.05,2021S05075350402.05,0402.05,1.4062,35,Toronto,402.05,550.0,435.0,147000.0,79.0909090909091,2463.682812113026,2.463682812113026,0.061821613213442955,0.418,1,0.43920500347463515,False,Not Significant,Not significant,629333.3127096634,4852011.609756366
5350402.06,2021S05075350402.06,0402.06,1.7784,35,Toronto,402.06,1670.0,1120.0,81000.0,67.06586826347305,855.5768122972353,0.8555768122972353,-0.043453504861912906,0.268,2,0.31003519510329,False,Not Significant,Not significant,627501.2811591352,4852266.160926106
5350402.07,2021S05075350402.07,0402.07,1.2914,35,Toronto,402.07,580.0,430.0,110000.0,74.13793103448276,890.7233781153452,0.8907233781153452,0.1647058034932296,0.131,1,0.18006545454545453,False,Not Significant,Not significant,627774.0290844706,4854558.704839262
5350402.08,2021S05075350402.08,0402.08,1.8022,35,Toronto,402.08,1200.0,985.0,105000.0,82.08333333333333,1287.7045284399837,1.2877045284399837,0.394279414135038,0.068,1,0.11236721311475412,False,Not Significant,Not significant,628899.5719909968,4854148.142978794
5350412.01,2021S05075350412.01,0412.01,4.3491,35,Toronto,412.01,2360.0,1990.0,103000.0,84.32203389830508,225.47714929225836,0.22547714929225837,0.5960099419918145,0.023,1,0.05366666666666667,False,Not Significant,Not significant,614312.7127012756,4848496.552748409
5350412.02,2021S05075350412.02,0412.02,6.1067,35,Toronto,412.02,3405.0,2895.0,87000.0,85.02202643171806,1642.7129000815996,1.6427129000815996,0.5910388198757651,0.019,1,0.04717241379310345,True,High-High,FDR-significant,612872.2106303973,4847884.575278689
5350421.01,2021S05075350421.01,0421.01,4.4183,35,Toronto,421.01,1925.0,1605.0,112000.0,83.37662337662337,1137.9124089211746,1.1379124089211745,0.5285824364662618,0.019,1,0.04717241379310345,True,High-High,FDR-significant,625113.5997565046,4855416.565341664
5350423.01,2021S05075350423.01,0423.01,1.7311,35,Toronto,423.01,810.0,620.0,115000.0,76.5432098765432,1111.4998899850448,1.1114998899850448,0.25652635216083336,0.051,1,0.09358252427184464,False,Not Significant,Not significant,624456.5620416742,4858834.16452134
5350423.02,2021S05075350423.02,0423.02,2.6468,35,Toronto,423.02,2220.0,1705.0,112000.0,76.8018018018018,1105.196650658333,1.105196650658333,0.27062896501975536,0.048,1,0.08937931034482757,False,Not Significant,Not significant,624279.4215238121,4859855.032345403
5350442.02,2021S05075350442.02,0442.02,1.5963,35,Toronto,442.02,1325.0,1045.0,88000.0,78.8679245283019,1484.0122045350927,1.4840122045350927,0.4491019232112134,0.029,1,0.0625506419400856,False,Not Significant,Not significant,622040.8778216501,4873249.785445261
5350451.01,2021S05075350451.01,0451.01,1.0597,35,Toronto,451.01,670.0,555.0,84000.0,82.83582089552239,635.5021359035512,0.6355021359035512,0.5044689186465738,0.078,1,0.12246728971962617,False,Not Significant,Not significant,623199.2934581956,4878038.653463093
5350451.02,2021S05075350451.02,0451.02,1.9885,35,Toronto,451.02,1875.0,1400.0,73500.0,74.66666666666667,563.7695784339523,0.5637695784339524,0.23128587097144518,0.015,1,0.03951219512195121,True,High-High,FDR-significant,622723.1920570491,4878854.57968098
5350452.01,2021S05075350452.01,0452.01,1.4043,35,Toronto,452.01,1140.0,890.0,90000.0,78.0701754385965,594.3566919068165,0.5943566919068165,0.31041697777760147,0.093,1,0.14005577689243026,False,Not Significant,Not significant,623941.2169252287,4880413.738499955
5350452.02,2021S05075350452.02,0452.02,1.4345,35,Toronto,452.02,1850.0,1385.0,83000.0,74.86486486486487,454.8980296657904,0.45489802966579035,0.23491914870612743,0.023,1,0.05366666666666667,False,Not Significant,Not significant,622391.7421817449,4879760.551073991
5350456.01,2021S05075350456.01,0456.01,61.7928,35,Toronto,456.01,3515.0,3075.0,122000.0,87.48221906116643,6741.2436718486515,6.741243671848651,1.1360897541350417,0.001,1,0.006222222222222222,True,High-High,FDR-significant,624996.1332510953,4888441.539072584
5350456.02,2021S05075350456.02,0456.02,18.2455,35,Toronto,456.02,3265.0,2800.0,118000.0,85.75803981623277,2931.037673336101,2.931037673336101,0.991144922564455,0.002,1,0.009362229102167182,True,High-High,FDR-significant,620911.07172976,4882872.2178246565
5350500.01,2021S05075350500.01,0500.01,0.8065,35,Toronto,500.01,1440.0,1025.0,75000.0,71.18055555555556,1548.1284896761963,1.5481284896761962,0.05178510635263613,0.154,1,0.2016,False,Not Significant,Not significant,615504.3507484045,4824661.707689125
5350500.02,2021S05075350500.02,0500.02,3.159,35,Toronto,500.02,1450.0,1085.0,76000.0,74.82758620689656,1921.0306093146999,1.9210306093146998,0.09130714381615038,0.277,1,0.3170507191521575,False,Not Significant,Not significant,616705.7085680929,4825837.352599942
5350501.01,2021S05075350501.01,0501.01,8.8504,35,Toronto,501.01,1560.0,1195.0,95000.0,76.6025641025641,1485.8825511674709,1.485882551167471,0.17833943277905417,0.19,1,0.23470588235294118,False,Not Significant,Not significant,611226.028840007,4817410.982214282
5350501.02,2021S05075350501.02,0501.02,4.0385,35,Toronto,501.02,1850.0,1380.0,132000.0,74.5945945945946,2500.0797440678066,2.5000797440678064,0.13892816116670154,0.171,1,0.21600000000000003,False,Not Significant,Not significant,612418.9314049718,4820039.64751151
5350502.01,2021S05075350502.01,0502.01,1.1621,35,Toronto,502.01,2125.0,1535.0,102000.0,72.23529411764706,1250.835193641393,1.250835193641393,0.06833583983298719,0.195,1,0.23893030794165315,False,Not Significant,Not significant,609361.7394337273,4817867.603581646
5350502.02,2021S05075350502.02,0502.02,0.6919,35,Toronto,502.02,715.0,515.0,98000.0,72.02797202797203,602.583186532273,0.6025831865322729,0.0342138088174152,0.404,1,0.42866526315789477,False,Not Significant,Not significant,609761.622224069,4818677.237814014
5350505.01,2021S05075350505.01,0505.01,2.7705,35,Toronto,505.01,1030.0,795.0,198000.0,77.18446601941747,2263.743315554164,2.263743315554164,0.23324982365378683,0.121,1,0.16893074792243767,False,Not Significant,Not significant,610847.1401754977,4820830.434666363
5350505.02,2021S05075350505.02,0505.02,3.8609,35,Toronto,505.02,1370.0,1125.0,212000.0,82.11678832116789,2322.683442268263,2.3226834422682634,0.4103041507897445,0.094,1,0.14086025768087215,False,Not Significant,Not significant,612248.9467616274,4822150.338165842
5350509.01,2021S05075350509.01,0509.01,1.9639,35,Toronto,509.01,1755.0,1425.0,111000.0,81.19658119658119,2469.7892861817604,2.4697892861817605,0.3561380762985353,0.118,1,0.16581412639405205,False,Not Significant,Not significant,615311.5892892942,4826375.348709006
5350509.02,2021S05075350509.02,0509.02,2.9241,35,Toronto,509.02,875.0,690.0,124000.0,78.85714285714286,1296.7284231211372,1.2967284231211371,0.0652864232970484,0.411,1,0.4342641509433962,False,Not Significant,Not significant,616155.4020229996,4827616.782959261
5350511.01,2021S05075350511.01,0511.01,0.4541,35,Toronto,511.01,2065.0,1305.0,70000.0,63.19612590799032,344.4098085630658,0.3444098085630658,-0.02792766642872958,0.446,2,0.45811956521739133,False,Not Significant,Not significant,612918.6098897181,4825392.905039185
5350511.02,2021S05075350511.02,0511.02,1.3949,35,Toronto,511.02,1535.0,1140.0,88000.0,74.2671009771987,1338.1857234076124,1.3381857234076124,0.11046631489479092,0.212,1,0.25561722488038274,False,Not Significant,Not significant,613568.313268587,4826221.687052066
5350513.01,2021S05075350513.01,0513.01,3.5347,35,Toronto,513.01,1910.0,1510.0,116000.0,79.05759162303664,3054.9108298989345,3.0549108298989345,0.270825263396563,0.076,1,0.12007523510971788,False,Not Significant,Not significant,610326.265435563,4823301.22804166
5350513.02,2021S05075350513.02,0513.02,1.0988,35,Toronto,513.02,1940.0,1330.0,69500.0,68.55670103092784,844.2518625591078,0.8442518625591079,0.005191680299321178,0.387,3,0.41440793201133147,False,Not Significant,Not significant,611606.8743885605,4825338.363424111
5350513.03,2021S05075350513.03,0513.03,1.069,35,Toronto,513.03,1015.0,610.0,80000.0,60.09852216748769,552.679276159146,0.5526792761591459,-0.07512457325836013,0.396,2,0.4228474576271187,False,Not Significant,Not significant,612367.149351148,4824911.123347315
5350516.01,2021S05075350516.01,0516.01,1.4529,35,Toronto,516.01,1555.0,1230.0,125000.0,79.09967845659163,2661.4247077565965,2.6614247077565967,0.2887226691607139,0.069,1,0.11352339499455931,False,Not Significant,Not significant,600389.07853272,4825285.284967578
5350516.02,2021S05075350516.02,0516.02,1.7464,35,Toronto,516.02,1595.0,1295.0,124000.0,81.19122257053291,1480.434379014369,1.4804343790143688,0.41157600028474,0.096,1,0.14328923988153996,False,Not Significant,Not significant,599034.1942477508,4827808.326428861
5350516.03,2021S05075350516.03,0516.03,1.1156,35,Toronto,516.03,2120.0,1615.0,94000.0,76.17924528301887,1109.8548973807665,1.1098548973807665,0.18093317481406415,0.171,1,0.21600000000000003,False,Not Significant,Not significant,599906.9530722661,4827081.559673401
5350516.04,2021S05075350516.04,0516.04,1.0291,35,Toronto,516.04,1925.0,1265.0,81000.0,65.71428571428571,1238.69316040266,1.2386931604026599,-0.10987516025964997,0.11,2,0.15720226843100188,False,Not Significant,Not significant,600589.5373627245,4826698.749025815
5350516.05,2021S05075350516.05,0516.05,1.1658,35,Toronto,516.05,2110.0,1655.0,105000.0,78.43601895734598,2437.048211956015,2.4370482119560153,0.22505439301221103,0.185,1,0.22984387838948234,False,Not Significant,Not significant,601106.389044522,4825550.454988447
5350516.06,2021S05075350516.06,0516.06,0.9066,35,Toronto,516.06,1445.0,1080.0,111000.0,74.74048442906575,2044.8541388266963,2.0448541388266963,0.14203379965645044,0.162,1,0.2091750640478224,False,Not Significant,Not significant,601504.2803445742,4826096.417685429
5350291.03,2021S05075350291.03,0291.03,0.4174,35,Toronto,291.03,985.0,620.0,74500.0,62.944162436548226,2720.8456860184697,2.7208456860184698,0.3287582878557592,0.046,3,0.0871578947368421,False,Not Significant,Not significant,621834.4185077567,4842994.637735655
5350516.08,2021S05075350516.08,0516.08,1.3258,35,Toronto,516.08,1955.0,1365.0,86000.0,69.82097186700767,1716.2158952482189,1.716215895248219,0.019158327955758,0.032,1,0.06673655172413794,False,Not Significant,Not significant,605864.2736772083,4821487.43249852
5350516.09,2021S05075350516.09,0516.09,2.376,35,Toronto,516.09,2175.0,1700.0,103000.0,78.16091954022988,2668.847510029383,2.668847510029383,0.18760800833892902,0.189,1,0.23366148814390844,False,Not Significant,Not significant,606689.094738036,4820903.915173913
5350520.01,2021S05075350520.01,0520.01,2.6236,35,Toronto,520.01,1735.0,1240.0,94000.0,71.46974063400576,1732.5429120193041,1.732542912019304,0.041314324760508496,0.17,1,0.21563758389261747,False,Not Significant,Not significant,609242.0080437117,4824818.605557855
5350520.02,2021S05075350520.02,0520.02,1.648,35,Toronto,520.02,2330.0,1765.0,88000.0,75.7510729613734,1436.3292254226396,1.4363292254226396,0.001172179051367391,0.483,1,0.4865396402398401,False,Not Significant,Not significant,609802.2964799583,4825973.998841194
5350521.01,2021S05075350521.01,0521.01,0.1995,35,Toronto,521.01,1690.0,1065.0,79500.0,63.01775147928994,206.08607859252933,0.20608607859252934,0.002896221649667384,0.479,3,0.4844468227424749,False,Not Significant,Not significant,610526.1453531691,4827510.097320801
5350521.02,2021S05075350521.02,0521.02,0.8601,35,Toronto,521.02,1150.0,830.0,105000.0,72.17391304347827,1595.1058911675282,1.5951058911675282,0.0409176461087051,0.307,1,0.3448618127786033,False,Not Significant,Not significant,611534.8471044846,4828581.270407568
5350521.03,2021S05075350521.03,0521.03,0.6255,35,Toronto,521.03,1730.0,1145.0,99000.0,66.1849710982659,551.5791165048591,0.5515791165048591,0.015174856122334471,0.399,3,0.4245517241379311,False,Not Significant,Not significant,611279.3015015625,4827195.392203258
5350521.04,2021S05075350521.04,0521.04,1.2865,35,Toronto,521.04,1915.0,1385.0,91000.0,72.32375979112271,1479.6199550462807,1.4796199550462807,0.01539722611688107,0.441,1,0.4551481228668942,False,Not Significant,Not significant,612117.7960173029,4827825.65839183
5350521.05,2021S05075350521.05,0521.05,0.7487,35,Toronto,521.05,1595.0,1100.0,72500.0,68.96551724137932,692.8334813406549,0.6928334813406549,0.0015287895604768353,0.421,3,0.44143689320388346,False,Not Significant,Not significant,611893.3529013086,4826853.973500817
5350524.01,2021S05075350524.01,0524.01,0.8054,35,Toronto,524.01,1560.0,1055.0,94000.0,67.62820512820514,1445.5773392126418,1.4455773392126419,-0.027223263366796004,0.322,2,0.35772520205731084,False,Not Significant,Not significant,613408.2129690569,4829102.863689207
5350524.02,2021S05075350524.02,0524.02,0.6238,35,Toronto,524.02,1085.0,730.0,75000.0,67.2811059907834,1317.9948000031977,1.3179948000031978,-0.009626038334631755,0.436,2,0.4527692307692308,False,Not Significant,Not significant,613573.7231972017,4829701.963714408
5350525.01,2021S05075350525.01,0525.01,0.5195,35,Toronto,525.01,1090.0,760.0,84000.0,69.72477064220183,1448.2215433148258,1.4482215433148258,-0.001706625660229664,0.444,4,0.45699659632403,False,Not Significant,Not significant,613873.4337376427,4830406.390634883
5350525.02,2021S05075350525.02,0525.02,1.7922,35,Toronto,525.02,1280.0,920.0,68000.0,71.875,1371.6120664950136,1.3716120664950135,0.0062707468275689324,0.48,1,0.48513368983957217,False,Not Significant,Not significant,614670.3591738299,4830686.4109041225
5350526.01,2021S05075350526.01,0526.01,0.7577,35,Toronto,526.01,1905.0,1240.0,81000.0,65.09186351706036,1760.212912191457,1.760212912191457,-0.04326821921111912,0.334,2,0.3686189781021898,False,Not Significant,Not significant,613331.6403384106,4830914.356303291
5350526.02,2021S05075350526.02,0526.02,0.8065,35,Toronto,526.02,1100.0,765.0,81000.0,69.54545454545455,2010.7678529843483,2.0107678529843485,0.002312797170887614,0.361,1,0.39183919597989947,False,Not Significant,Not significant,613832.7661943616,4831669.04509972
5350527.02,2021S05075350527.02,0527.02,1.1598,35,Toronto,527.02,1250.0,925.0,97000.0,74.0,777.568202950758,0.7775682029507579,0.06809632098765861,0.303,1,0.34138301043219077,False,Not Significant,Not significant,612551.402156838,4831711.464529326
5350529.01,2021S05075350529.01,0529.01,1.0001,35,Toronto,529.01,1680.0,1125.0,82000.0,66.96428571428571,563.7258362105356,0.5637258362105356,0.032932433300871596,0.342,3,0.37634934497816597,False,Not Significant,Not significant,609220.1950306603,4840226.217228575
5350529.02,2021S05075350529.02,0529.02,0.7937,35,Toronto,529.02,1585.0,1065.0,81000.0,67.19242902208202,1148.9992097625495,1.1489992097625494,0.03831361608983133,0.224,3,0.2662641509433962,False,Not Significant,Not significant,609540.2816482618,4841128.487983042
5350531.01,2021S05075350531.01,0531.01,0.6682,35,Toronto,531.01,1525.0,975.0,80000.0,63.934426229508205,2478.2149486532385,2.4782149486532385,0.02191173585338206,0.446,3,0.45811956521739133,False,Not Significant,Not significant,609257.400544929,4842427.871274492
5350531.02,2021S05075350531.02,0531.02,1.3342,35,Toronto,531.02,2265.0,1535.0,89000.0,67.77041942604856,2641.9901719371096,2.6419901719371097,0.008498097264070647,0.415,3,0.43726829268292683,False,Not Significant,Not significant,609984.0935813158,4842831.035364731
5350532.01,2021S05075350532.01,0532.01,0.8288,35,Toronto,532.01,1810.0,1135.0,92000.0,62.70718232044199,1739.6696328505195,1.7396696328505195,0.003223285604773202,0.486,3,0.48923568575233023,False,Not Significant,Not significant,608502.7094063809,4841224.242267321
5350532.02,2021S05075350532.02,0532.02,0.6887,35,Toronto,532.02,1760.0,1125.0,87000.0,63.92045454545454,2074.1588933855246,2.0741588933855244,0.04333543794406856,0.379,3,0.4078633451957296,False,Not Significant,Not significant,608828.7328386423,4841861.864355587
5350540.01,2021S05075350540.01,0540.01,1.5562,35,Toronto,540.01,1475.0,1070.0,67000.0,72.54237288135593,1093.1731057325737,1.0931731057325738,0.06593194225411997,0.275,1,0.31547799696509865,False,Not Significant,Not significant,613889.8876239567,4822462.4775415715
5350540.02,2021S05075350540.02,0540.02,1.0864,35,Toronto,540.02,1470.0,975.0,85000.0,66.3265306122449,579.097829017579,0.579097829017579,-0.057750186249203146,0.287,2,0.32651918735891644,False,Not Significant,Not significant,614844.0335559286,4823788.498343764
5350550.01,2021S05075350550.01,0550.01,7.5701,35,Toronto,550.01,1570.0,1245.0,115000.0,79.29936305732484,1372.778889861555,1.372778889861555,0.3058958336253105,0.046,1,0.0871578947368421,False,Not Significant,Not significant,601986.1503609429,4827902.411887467
5350550.02,2021S05075350550.02,0550.02,2.9899,35,Toronto,550.02,2175.0,1635.0,98000.0,75.17241379310344,817.6852119573574,0.8176852119573574,0.1827181883795121,0.063,1,0.10763389830508474,False,Not Significant,Not significant,603503.964030822,4825970.957163152
5350562.02,2021S05075350562.02,0562.02,2.046,35,Toronto,562.02,2185.0,1765.0,113000.0,80.77803203661327,3698.1860925905758,3.698186092590576,0.2196099692959741,0.143,1,0.19100353356890457,False,Not Significant,Not significant,601506.8147710424,4841037.473892372
5350562.03,2021S05075350562.03,0562.03,1.068,35,Toronto,562.03,1960.0,1505.0,102000.0,76.78571428571429,5738.188699918627,5.738188699918627,0.23263478217905745,0.063,1,0.10763389830508474,False,Not Significant,Not significant,600975.095003355,4843429.511482815
5350562.04,2021S05075350562.04,0562.04,1.0456,35,Toronto,562.04,1690.0,1335.0,108000.0,78.99408284023669,5134.024207845612,5.134024207845612,0.3107832365247794,0.062,1,0.10664846416382252,False,Not Significant,Not significant,601547.6955984597,4842906.1967790155
5350562.05,2021S05075350562.05,0562.05,1.2949,35,Toronto,562.05,2095.0,1475.0,83000.0,70.40572792362768,3796.5011092087975,3.7965011092087977,0.018421550835194804,0.205,1,0.2487640449438202,False,Not Significant,Not significant,602561.345016179,4842033.561998155
5350562.06,2021S05075350562.06,0562.06,0.8455,35,Toronto,562.06,1035.0,815.0,115000.0,78.74396135265701,6156.3276012225615,6.156327601222562,0.26549654965887404,0.091,1,0.13772972972972972,False,Not Significant,Not significant,601803.3396491752,4844527.821165709
5350562.07,2021S05075350562.07,0562.07,1.1089,35,Toronto,562.07,1735.0,1365.0,105000.0,78.6743515850144,5356.575567417279,5.356575567417279,0.2526719801674946,0.154,1,0.2016,False,Not Significant,Not significant,602375.6915002369,4843954.095638864
5350562.08,2021S05075350562.08,0562.08,1.04,35,Toronto,562.08,1635.0,1210.0,102000.0,74.00611620795107,4597.310320395391,4.5973103203953904,0.13991354197683645,0.136,1,0.18458886894075405,False,Not Significant,Not significant,602965.2208846026,4843435.239020949
5350562.09,2021S05075350562.09,0562.09,0.9983,35,Toronto,562.09,1610.0,1260.0,103000.0,78.26086956521739,3845.803347894483,3.845803347894483,0.006231009951517574,0.497,1,0.49765827814569535,False,Not Significant,Not significant,603445.4787804976,4842849.199499441
5350563.01,2021S05075350563.01,0563.01,0.858,35,Toronto,563.01,2145.0,1235.0,63200.0,57.57575757575758,2907.1608089499355,2.9071608089499357,-0.11235870982235321,0.347,2,0.38046700507614206,False,Not Significant,Not significant,603127.6354721332,4841319.57741939
5350563.02,2021S05075350563.02,0563.02,1.0124,35,Toronto,563.02,1145.0,840.0,101000.0,73.36244541484717,2231.5258179116436,2.2315258179116437,-0.033924974601797206,0.345,4,0.3790988372093023,False,Not Significant,Not significant,603588.4721594291,4840802.36306266
5350570.01,2021S05075350570.01,0570.01,8.1469,35,Toronto,570.01,1445.0,950.0,61200.0,65.7439446366782,2131.9440058758655,2.1319440058758654,-0.0630629391569575,0.172,2,0.21690075062552125,False,Not Significant,Not significant,603144.5018253394,4837438.872380791
5350570.02,2021S05075350570.02,0570.02,1.3119,35,Toronto,570.02,1305.0,1020.0,128000.0,78.16091954022988,921.4739812591895,0.9214739812591894,-0.06668944692735283,0.392,4,0.41916831683168315,False,Not Significant,Not significant,602077.3951484476,4836474.7349438025
5350571.01,2021S05075350571.01,0571.01,0.7297,35,Toronto,571.01,1405.0,955.0,76000.0,67.97153024911033,1267.7039720537525,1.2677039720537526,-0.016913831655425603,0.348,2,0.3807351664254703,False,Not Significant,Not significant,600852.9948096916,4838182.075977289
5350571.02,2021S05075350571.02,0571.02,1.3553,35,Toronto,571.02,1360.0,1090.0,101000.0,80.14705882352942,1804.2199726822398,1.8042199726822399,0.015634230928837842,0.487,1,0.4895904255319149,False,Not Significant,Not significant,601321.5787639357,4837226.10929671
5350291.04,2021S05075350291.04,0291.04,0.5131,35,Toronto,291.04,630.0,310.0,70500.0,49.2063492063492,2407.8986237133076,2.4078986237133075,0.9219300407705234,0.047,3,0.08805947955390335,False,Not Significant,Not significant,622458.1131216233,4843095.844622176
5350290.01,2021S05075350290.01,0290.01,0.944,35,Toronto,290.01,1470.0,750.0,68000.0,51.02040816326531,2860.90314715237,2.86090314715237,0.5616350083536579,0.081,3,0.126259793814433,False,Not Significant,Not significant,621273.4682374523,4842086.40572365
5350575.01,2021S05075350575.01,0575.01,1.2033,35,Toronto,575.01,2230.0,1580.0,87000.0,70.85201793721974,1554.6233301379036,1.5546233301379035,0.028944965798222384,0.214,1,0.25761783439490443,False,Not Significant,Not significant,599271.4530868187,4839364.307590946
5350575.02,2021S05075350575.02,0575.02,1.0003,35,Toronto,575.02,1750.0,1220.0,64500.0,69.71428571428572,1105.0445478844972,1.1050445478844972,0.003363212908888992,0.398,1,0.42408456659619453,False,Not Significant,Not significant,600087.3700942247,4838856.977162117
5350575.03,2021S05075350575.03,0575.03,1.0758,35,Toronto,575.03,2545.0,1960.0,95000.0,77.01375245579568,2579.6371598569813,2.5796371598569814,0.21117622076227893,0.098,1,0.1456991150442478,False,Not Significant,Not significant,600108.0840101197,4840386.194225974
5350575.04,2021S05075350575.04,0575.04,1.5693,35,Toronto,575.04,2800.0,2170.0,99000.0,77.5,2273.8112053440914,2.2738112053440913,0.06261159912253836,0.392,1,0.41916831683168315,False,Not Significant,Not significant,600830.4198663261,4839782.005918847
5350290.02,2021S05075350290.02,0290.02,0.3462,35,Toronto,290.02,650.0,375.0,78000.0,57.692307692307686,2367.0732234081465,2.3670732234081466,0.5839488480728746,0.031,3,0.06546368715083799,False,Not Significant,Not significant,622646.4565975389,4842562.1500801165
5350096.01,2021S05075350096.01,0096.01,0.1989,35,Toronto,96.01,425.0,195.0,93000.0,45.88235294117647,856.4334678538156,0.8564334678538156,2.5829434135236227,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,626135.757004116,4836184.354460228
5350096.02,2021S05075350096.02,0096.02,0.3492,35,Toronto,96.02,895.0,350.0,85000.0,39.10614525139665,389.9581394981937,0.3899581394981937,3.7531833140613893,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,626298.4289103583,4835687.581252933
5350097.03,2021S05075350097.03,0097.03,0.1677,35,Toronto,97.03,690.0,250.0,54800.0,36.231884057971016,894.6646388242777,0.8946646388242777,2.994252316278998,0.005,3,0.01826086956521739,True,Low-Low,FDR-significant,625570.2639547345,4836086.933831071
5350585.02,2021S05075350585.02,0585.02,76.7313,35,Toronto,585.02,2480.0,2185.0,125000.0,88.10483870967742,17319.138767814307,17.31913876781431,1.341681168765197,0.001,1,0.006222222222222222,True,High-High,FDR-significant,598868.2477562999,4856609.396469462
5350585.03,2021S05075350585.03,0585.03,8.1723,35,Toronto,585.03,1950.0,1755.0,118000.0,90.0,14849.10650611593,14.84910650611593,1.6114386980513504,0.001,1,0.006222222222222222,True,High-High,FDR-significant,602279.9935713704,4857457.963896604
