CTUID,DGUID,CTNAME,LANDAREA,PRUID,CMA_Name,CT_Name,Total_Commuters,Car_Drivers,Median_Income,Pct_Car_Commute,Distance_to_Transit_m,Dist_KM,local_I,local_p,lisa_quad,local_p_fdr,lisa_sig_fdr,lisa_cluster,sig_label,ols_pred,ols_resid,centroid_x,centroid_y,spatial_block,spatial_role,xgb_spatial_pred,xgb_spatial_resid,xgb_full_pred,xgb_full_resid
5370221.00,2021S05075370221.00,0221.00,1.1421,35,Hamilton,221.0,985.0,805.0,127000.0,81.7258883248731,1617.7684673256742,1.6177684673256743,0.4775305042482471,0.054,1,0.09754838709677419,False,Not Significant,Not significant,72.65172495141573,9.074163373457367,601794.4771452721,4802943.831743908,0,train,,,80.22301,1.5028811227246592
5350528.49,2021S05075350528.49,0528.49,1.7446,35,Toronto,528.49,1500.0,1175.0,157000.0,78.33333333333333,2608.954364579422,2.608954364579422,0.27381579425149,0.12,1,0.16799999999999998,False,Not Significant,Not significant,80.19057893765167,-1.8572456043183365,602216.0420567878,4831876.564140819,4,train,,,80.32649,-1.993158976236984
5350562.12,2021S05075350562.12,0562.12,0.9134,35,Toronto,562.12,2285.0,1525.0,73500.0,66.73960612691467,3192.9307811588455,3.1929307811588457,-0.016132314796527387,0.42,2,0.4406939625260236,False,Not Significant,Not significant,63.312721583913024,3.4268845430016412,602317.3770764245,4840207.265994792,7,train,,,66.4951,0.24450419820372815
5350562.13,2021S05075350562.13,0562.13,5.9595,35,Toronto,562.13,500.0,355.0,100000.0,71.0,1745.370804615365,1.7453708046153649,-0.01612303148207262,0.342,4,0.37634934497816597,False,Not Significant,Not significant,67.11901924530483,3.880980754695173,604208.7634595855,4838331.703276365,7,train,,,73.41723,-2.4172286987304688
5350562.14,2021S05075350562.14,0562.14,0.9873,35,Toronto,562.14,1405.0,1130.0,126000.0,80.42704626334519,4614.4830277809215,4.6144830277809215,0.41940663457631044,0.039,1,0.07738582677165355,False,Not Significant,Not significant,76.12129039992736,4.305755863417829,600602.3874052056,4842362.0901614,7,train,,,78.83584,1.5912079454740962
5350430.06,2021S05075350430.06,0430.06,2.051,35,Toronto,430.06,2010.0,1650.0,134000.0,82.08955223880598,1570.9455325925032,1.5709455325925032,0.6767024655821934,0.019,1,0.04717241379310345,True,High-High,FDR-significant,74.06925491111267,8.020297327693314,641489.3528914597,4869180.619065301,5,train,,,83.72853,-1.6389786449830837
5350430.07,2021S05075350430.07,0430.07,9.577,35,Toronto,430.07,3040.0,2620.0,113000.0,86.18421052631578,2010.6672744582688,2.0106672744582688,1.0915207308084667,0.001,1,0.006222222222222222,True,High-High,FDR-significant,70.18417949901043,16.000031027305354,638370.4641210977,4870524.411384602,5,train,,,82.70701,3.4772021644993742
5350562.15,2021S05075350562.15,0562.15,0.9691,35,Toronto,562.15,1310.0,1080.0,112000.0,82.44274809160305,4040.107633284421,4.040107633284421,0.4637531110838545,0.099,1,0.14660920666013713,False,Not Significant,Not significant,72.46582924846233,9.976918843140723,600199.8270392652,4841851.004605143,7,train,,,76.37184,6.070906660938988
5350572.09,2021S05075350572.09,0572.09,1.6832,35,Toronto,572.09,1755.0,1395.0,121000.0,79.48717948717949,2331.1276898659576,2.3311276898659576,0.2596346345128446,0.139,1,0.18748260481712758,False,Not Significant,Not significant,72.26349158761573,7.223687899563757,599290.4802928298,4835545.009797695,7,train,,,77.02509,2.4620864085662078
5350572.10,2021S05075350572.10,0572.10,0.4841,35,Toronto,572.1,1595.0,1270.0,114000.0,79.62382445141067,2824.273124388272,2.8242731243882724,0.4089582096543584,0.09,1,0.13676381909547738,False,Not Significant,Not significant,71.39409317474404,8.229731276666627,598915.6085220482,4835118.758052804,7,train,,,76.09723,3.5265954475044197
5350573.10,2021S05075350573.10,0573.10,0.8043,35,Toronto,573.1,1040.0,855.0,125000.0,82.21153846153845,2554.340127447137,2.554340127447137,0.3234743039107383,0.144,1,0.19183083700440526,False,Not Significant,Not significant,73.38049651552043,8.831041946018019,597091.9611581713,4838146.6699161595,7,train,,,79.03697,3.1745664156400153
5350573.11,2021S05075350573.11,0573.11,0.6804,35,Toronto,573.11,1990.0,1515.0,121000.0,76.13065326633166,2117.8585311124743,2.1178585311124745,0.2504103955373047,0.068,1,0.11236721311475412,False,Not Significant,Not significant,72.00157435527164,4.12907891106002,596660.1664001247,4837679.4025615025,7,train,,,78.48963,-2.358978386500368
5350576.31,2021S05075350576.31,0576.31,1.5785,35,Toronto,576.31,1275.0,1065.0,139000.0,83.52941176470588,6558.140517364155,6.558140517364155,0.8125029256275771,0.002,1,0.009362229102167182,True,High-High,FDR-significant,81.2476566701705,2.2817550945353844,594761.616660915,4843022.100255306,7,train,,,82.7671,0.7623142915613528
5350576.33,2021S05075350576.33,0576.33,0.7553,35,Toronto,576.33,880.0,690.0,125000.0,78.4090909090909,5313.610548248556,5.3136105482485565,0.4048434309789678,0.027,1,0.060301329394387,False,Not Significant,Not significant,76.76917435402855,1.6399165550623565,596184.182924933,4841896.9497836465,7,train,,,80.82604,-2.4169512662020622
5350576.34,2021S05075350576.34,0576.34,1.7883,35,Toronto,576.34,2425.0,1950.0,117000.0,80.41237113402062,4645.343581718489,4.645343581718489,0.4563568540146996,0.016,1,0.04149571183533448,True,High-High,FDR-significant,74.26271879191984,6.149652342100779,595563.794952624,4841067.1075018905,7,train,,,80.37882,0.03354880736046084
5350576.43,2021S05075350576.43,0576.43,1.4018,35,Toronto,576.43,2515.0,1895.0,122000.0,75.3479125248509,2844.0585057578373,2.8440585057578374,0.21370688338978908,0.055,1,0.09888228299643283,False,Not Significant,Not significant,73.1041443106147,2.243768214236198,595974.4429335599,4839109.093902524,7,train,,,78.75296,-3.405047680227227
5350576.44,2021S05075350576.44,0576.44,0.8737,35,Toronto,576.44,1065.0,865.0,130000.0,81.2206572769953,2124.3905692517665,2.1243905692517666,0.36156407473182317,0.073,1,0.11742127659574467,False,Not Significant,Not significant,73.90606804729819,7.314589229697106,595714.7744227316,4838437.863071639,7,train,,,78.8027,2.4179610489679533
5350012.01,2021S05075350012.01,0012.01,0.4305,35,Toronto,12.01,3295.0,1175.0,84000.0,35.66009104704097,305.0654237031891,0.30506542370318906,4.839148016070143,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,61.97866573524688,-26.318574688205906,629338.9608090341,4833002.007556449,6,train,,,33.74528,1.9148098275585497
5350034.01,2021S05075350034.01,0034.01,0.1245,35,Toronto,34.01,1180.0,245.0,62400.0,20.76271186440678,305.4159350525752,0.3054159350525752,9.228748261240588,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,57.42756423145876,-36.66485236705198,630662.7899657679,4835471.33120852,6,train,,,21.940214,-1.1775022926977137
5350034.02,2021S05075350034.02,0034.02,0.3982,35,Toronto,34.02,2005.0,435.0,61600.0,21.695760598503743,265.68607477471585,0.26568607477471584,8.564395763451772,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,57.21019647514236,-35.514435876638615,630821.7025657591,4834992.972150442,6,train,,,19.86285,1.8329104092947581
5350299.01,2021S05075350299.01,0299.01,2.8825,35,Toronto,299.01,1670.0,965.0,119000.0,57.784431137724546,952.0233505942236,0.9520233505942236,0.5428340237775706,0.013,3,0.036265682656826566,True,Low-Low,FDR-significant,70.14836648934485,-12.363935351620306,627011.2890636511,4846306.877469265,2,test,63.358837,-5.574405989961001,60.886745,-3.1023143151563133
5350299.02,2021S05075350299.02,0299.02,0.1593,35,Toronto,299.02,1120.0,535.0,78500.0,47.767857142857146,261.5128970382442,0.2615128970382442,1.4462581385709565,0.022,3,0.052137931034482755,False,Not Significant,Not significant,60.76622369622055,-12.998366553363404,627760.4216265652,4846825.7847484425,2,test,51.140976,-3.3731188092912916,48.991917,-1.2240595136369947
5350305.03,2021S05075350305.03,0305.03,0.7113,35,Toronto,305.03,1220.0,710.0,86000.0,58.19672131147541,576.9900827723968,0.5769900827723968,0.2262292457372112,0.22,3,0.26316455696202534,False,Not Significant,Not significant,62.73405631193395,-4.53733500045854,630120.5304343569,4847736.879818977,2,test,51.930984,6.265736814405095,57.805237,0.3914844950691574
5350307.03,2021S05075350307.03,0307.03,0.1101,35,Toronto,307.03,1105.0,530.0,69000.0,47.963800904977376,194.47339589478017,0.19447339589478016,1.3861378519698317,0.017,3,0.04378875638841567,True,Low-Low,FDR-significant,58.68206086146429,-10.71825995648691,627790.497612146,4847612.912401181,2,test,51.472706,-3.5089049360870774,49.35743,-1.3936285994171556
5350307.04,2021S05075350307.04,0307.04,0.153,35,Toronto,307.04,1570.0,730.0,79000.0,46.496815286624205,359.69584063169896,0.35969584063169896,1.6177811170683476,0.014,3,0.038071942446043165,True,Low-Low,FDR-significant,60.99216234017985,-14.495347053555648,627956.0761392093,4846970.246353007,2,test,49.11242,-2.6156038417937637,47.352715,-0.8558992519500137
5350307.05,2021S05075350307.05,0307.05,0.1046,35,Toronto,307.05,1070.0,505.0,68000.0,47.19626168224299,223.50421795575485,0.22350421795575484,1.480068730067149,0.009,3,0.02811570247933884,True,Low-Low,FDR-significant,58.506994729039135,-11.310733046796145,627677.2412727104,4848496.785079784,2,test,48.02905,-0.8327872374347436,47.43893,-0.2426688292316186
5350307.06,2021S05075350307.06,0307.06,0.1042,35,Toronto,307.06,1180.0,660.0,76000.0,55.932203389830505,531.1660523667739,0.5311660523667739,0.997320203689439,0.014,3,0.038071942446043165,True,Low-Low,FDR-significant,60.57058879759798,-4.638385407767473,627762.8542145885,4848171.305619409,2,test,49.064552,6.867651082701599,52.38486,3.5473423973988645
5350307.07,2021S05075350307.07,0307.07,1.2246,35,Toronto,307.07,1430.0,800.0,90000.0,55.94405594405595,552.3471232451122,0.5523471232451123,0.7843479588363493,0.006,3,0.020712328767123287,True,Low-Low,FDR-significant,63.546668424620435,-7.602612480564488,628229.350151672,4847694.140310108,2,test,51.27858,4.665476232141884,56.364666,-0.42061004105147504
5350368.01,2021S05075350368.01,0368.01,0.8885,35,Toronto,368.01,1810.0,1010.0,65000.0,55.80110497237569,137.91844086258965,0.13791844086258964,0.3579940889065788,0.13,3,0.17901639344262296,False,Not Significant,Not significant,57.76972906507936,-1.9686240927036707,640194.9210003725,4848434.745333141,5,train,,,55.672405,0.1286997294557679
5350368.02,2021S05075350368.02,0368.02,1.5627,35,Toronto,368.02,1170.0,760.0,75500.0,64.95726495726495,1028.8282793438634,1.0288282793438634,0.17209079717646006,0.054,3,0.09754838709677419,False,Not Significant,Not significant,61.07641145889994,3.8808534983650134,640599.9941148731,4847007.86995808,5,train,,,60.122887,4.83437829955011
5370002.06,2021S05075370002.06,0002.06,2.6725,35,Hamilton,2.06,1040.0,910.0,82000.0,87.5,5823.002523299194,5.823002523299194,0.9957436503929581,0.003,1,0.01249586776859504,True,High-High,FDR-significant,68.33384180752051,19.166158192479486,589183.5799198922,4784340.735586498,0,train,,,83.15247,4.347526550292969
5370080.06,2021S05075370080.06,0080.06,2.1507,35,Hamilton,80.06,1810.0,1545.0,111000.0,85.35911602209944,4766.613213596929,4.766613213596929,0.90776638850975,0.011,1,0.03261176470588235,True,High-High,FDR-significant,73.14733637481885,12.211779647280594,597528.8511961775,4782778.318180301,0,train,,,84.65235,0.7067646427049112
5370080.07,2021S05075370080.07,0080.07,1.4239,35,Hamilton,80.07,1695.0,1455.0,120000.0,85.84070796460178,4595.01873195219,4.59501873195219,1.0936892394407185,0.002,1,0.009362229102167182,True,High-High,FDR-significant,74.83307173656641,11.007636228035366,599209.4368379862,4782438.505608712,0,train,,,86.70841,-0.8677042058083799
5370101.02,2021S05075370101.02,0101.02,64.8969,35,Hamilton,101.02,1565.0,1365.0,123000.0,87.22044728434504,11847.073404349387,11.847073404349386,1.1790262584477678,0.001,1,0.006222222222222222,True,High-High,FDR-significant,84.37152417178183,2.848923112563213,591301.8275916614,4777477.840019984,0,train,,,85.99602,1.2244298282903543
5370144.01,2021S05075370144.01,0144.01,61.0528,35,Hamilton,144.01,1695.0,1480.0,149000.0,87.31563421828909,16590.809980174377,16.590809980174377,1.2229048352387706,0.001,1,0.006222222222222222,True,High-High,FDR-significant,95.67603361066053,-8.360399392371434,580031.8906967307,4807730.6497240495,0,train,,,87.39098,-0.07534936325387775
5370144.02,2021S05075370144.02,0144.02,34.0386,35,Hamilton,144.02,590.0,545.0,130000.0,92.37288135593221,8956.43959309202,8.95643959309202,1.440450939360391,0.002,1,0.009362229102167182,True,High-High,FDR-significant,82.29655161286482,10.07632974306739,586103.4579472545,4802074.87408835,0,train,,,89.428406,2.9444755942134577
5350430.08,2021S05075350430.08,0430.08,6.6993,35,Toronto,430.08,1720.0,1410.0,112000.0,81.97674418604652,2708.518644004816,2.708518644004816,0.735318822177446,0.002,1,0.009362229102167182,True,High-High,FDR-significant,70.83049620391694,11.14624798212958,638230.8065509184,4868612.522441343,5,train,,,81.846924,0.12982035792151692
5350013.01,2021S05075350013.01,0013.01,0.3431,35,Toronto,13.01,1610.0,425.0,91000.0,26.39751552795031,214.8641781680188,0.2148641781680188,6.705025320615215,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,63.34292251106936,-36.94540698311905,630963.5408039726,4833794.613238601,6,train,,,26.416044,-0.018528707279180878
5350013.02,2021S05075350013.02,0013.02,0.4225,35,Toronto,13.02,2255.0,730.0,100000.0,32.37250554323725,440.5800833327167,0.4405800833327167,5.849070459518018,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,65.51659732689883,-33.14409178366158,631096.8032441859,4833428.994122211,6,train,,,31.418776,0.9537299847655731
5350012.03,2021S05075350012.03,0012.03,0.4664,35,Toronto,12.03,2150.0,635.0,98000.0,29.53488372093023,666.2967769768088,0.6662967769768088,6.154770080809386,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,65.37236331201586,-35.83747959108563,630064.0589985283,4833372.042812734,6,train,,,31.469904,-1.9350202249926198
5350012.04,2021S05075350012.04,0012.04,0.2407,35,Toronto,12.04,1340.0,375.0,95000.0,27.985074626865668,853.1532148557825,0.8531532148557825,6.2157004175395905,0.001,3,0.006222222222222222,True,Low-Low,FDR-significant,64.96968569321116,-36.984611066345494,630248.1969606759,4833036.692818468,6,train,,,33.563644,-5.57856978231402
5350516.48,2021S05075350516.48,0516.48,0.9083,35,Toronto,516.48,1585.0,1185.0,130000.0,74.76340694006309,2101.458202687059,2.1014582026870587,0.195088095553935,0.039,1,0.07738582677165355,False,Not Significant,Not significant,73.87790465969525,0.8855022803678452,602475.257603982,4823222.5013225665,4,train,,,78.10716,-3.3437555355228454
5350576.52,2021S05075350576.52,0576.52,0.8951,35,Toronto,576.52,2230.0,1755.0,124000.0,78.69955156950674,2572.380575551728,2.572380575551728,0.30798459806700057,0.113,1,0.1604281690140845,False,Not Significant,Not significant,73.19193303380246,5.507618535704282,593635.2743167091,4838692.037166838,7,train,,,80.26094,-1.5613889822510743
5350576.53,2021S05075350576.53,0576.53,0.8335,35,Toronto,576.53,1675.0,1220.0,125000.0,72.83582089552239,2807.4435856492582,2.807443585649258,0.12824233208907332,0.049,1,0.09068298653610771,False,Not Significant,Not significant,73.69133450848895,-0.8555136129665613,594137.0459554902,4839160.758964434,7,train,,,79.13298,-6.297159451157299
5350576.54,2021S05075350576.54,0576.54,2.5906,35,Toronto,576.54,2210.0,1670.0,112000.0,75.56561085972851,9147.432211029789,9.14743221102979,0.28946759692992924,0.007,1,0.023109170305676857,True,High-High,FDR-significant,78.7381675739124,-3.172556714183898,599131.5346383216,4846985.286592222,7,train,,,80.15365,-4.588037516736335
5350400.17,2021S05075350400.17,0400.17,0.5975,35,Toronto,400.17,1425.0,1000.0,94000.0,70.17543859649122,2988.4837908292984,2.9884837908292985,0.021355786861434113,0.185,1,0.22984387838948234,False,Not Significant,Not significant,67.38137990276996,2.7940586937212544,638936.9833356348,4855463.787704804,5,train,,,73.102936,-2.927497194524406
5350400.18,2021S05075350400.18,0400.18,0.2959,35,Toronto,400.18,730.0,480.0,80000.0,65.75342465753424,2667.2134906635592,2.6672134906635594,-0.045538897852769156,0.351,2,0.38372314347512615,False,Not Significant,Not significant,64.0367587536136,1.7166659039206422,638929.5621211429,4854891.055825131,5,train,,,69.02849,-3.275063501645448
5350401.18,2021S05075350401.18,0401.18,6.1307,35,Toronto,401.18,2395.0,1985.0,64500.0,82.88100208768267,559.7648054179976,0.5597648054179977,0.5111885462072447,0.023,1,0.05366666666666667,False,Not Significant,Not significant,58.18244177570056,24.698560311982114,635209.1097490536,4856189.362392365,5,train,,,78.094086,4.786916394323299
5350401.19,2021S05075350401.19,0401.19,1.6656,35,Toronto,401.19,1615.0,1235.0,83000.0,76.47058823529412,922.2747231104482,0.9222747231104482,0.14698308364209486,0.229,1,0.27135423197492164,False,Not Significant,Not significant,62.52594539258012,13.944642842713996,635892.0979605875,4854231.612224867,5,train,,,75.832504,0.6380839628331785
5350401.20,2021S05075350401.20,0401.20,0.6292,35,Toronto,401.2,1155.0,870.0,99000.0,75.32467532467533,1785.2944416435002,1.7852944416435002,0.15210589205414418,0.176,1,0.2202913907284768,False,Not Significant,Not significant,66.95733064934724,8.367344675328084,637905.072139326,4854822.253262574,5,train,,,74.75853,0.5661456615893883
5350401.21,2021S05075350401.21,0401.21,0.4692,35,Toronto,401.21,810.0,605.0,98000.0,74.69135802469135,2293.2800949350553,2.293280094935055,0.07987488171922731,0.266,1,0.3081931034482759,False,Not Significant,Not significant,67.37047204091174,7.320885983779618,638365.3822313532,4855065.611120019,5,train,,,74.44024,0.25111907205463524
5350401.22,2021S05075350401.22,0401.22,2.2035,35,Toronto,401.22,1890.0,1545.0,94000.0,81.74603174603175,1734.6731073115716,1.7346731073115715,0.38058255145395953,0.118,1,0.16581412639405205,False,Not Significant,Not significant,65.84156689825582,15.904464847775927,637087.0969015509,4857608.752228963,5,train,,,78.13617,3.609862312437997
5350401.23,2021S05075350401.23,0401.23,1.7626,35,Toronto,401.23,590.0,480.0,115000.0,81.35593220338984,1746.948123652984,1.7469481236529838,0.45554223713151576,0.061,1,0.10552860411899313,False,Not Significant,Not significant,70.28174245062242,11.074189752767424,637191.0338071429,4856629.5224357825,5,train,,,80.15028,1.2056483899132786
5350402.12,2021S05075350402.12,0402.12,4.1795,35,Toronto,402.12,1610.0,1265.0,68500.0,78.57142857142857,909.4292503584276,0.9094292503584276,0.3594238070803642,0.053,1,0.09631730769230769,False,Not Significant,Not significant,59.45474323117384,19.116685340254726,630995.9490981962,4855308.975400526,5,train,,,77.49183,1.0795996529715381
5350402.13,2021S05075350402.13,0402.13,3.137,35,Toronto,402.13,1125.0,935.0,150000.0,83.11111111111111,1452.2500478522331,1.452250047852233,0.4432725703885264,0.118,1,0.16581412639405205,False,Not Significant,Not significant,77.29498938136045,5.816121729750662,630370.6920182899,4854441.524540799,2,test,75.19098,7.920132107204864,82.403885,0.7072262234158018
5350403.09,2021S05075350403.09,0403.09,0.8498,35,Toronto,403.09,1225.0,970.0,117000.0,79.18367346938776,2961.704624501617,2.961704624501617,0.4191541759780682,0.069,1,0.11352339499455931,False,Not Significant,Not significant,72.19503090625307,6.98864256313469,635514.0761458691,4861487.496578477,5,train,,,82.35017,-3.1664928514130253
5350403.10,2021S05075350403.10,0403.10,1.1751,35,Toronto,403.1,1460.0,1125.0,100000.0,77.05479452054794,2797.369979874694,2.797369979874694,0.3431614485405845,0.041,1,0.08061378413524058,False,Not Significant,Not significant,68.41098623210516,8.643808288442784,636525.8893151587,4861914.08379576,5,train,,,80.14844,-3.0936429794520564
5350403.11,2021S05075350403.11,0403.11,2.0941,35,Toronto,403.11,2695.0,2220.0,120000.0,82.3747680890538,1361.172372706046,1.3611723727060459,0.5217218039477911,0.047,1,0.08805947955390335,False,Not Significant,Not significant,70.86156412060222,11.513203968451577,638160.8869016938,4862455.436300791,5,train,,,82.13157,0.24319918036239585
5350403.12,2021S05075350403.12,0403.12,2.4772,35,Toronto,403.12,2715.0,2120.0,136000.0,78.08471454880295,1163.9269776275821,1.163926977627582,0.37825130617027475,0.064,1,0.10848430493273542,False,Not Significant,Not significant,73.99083093825126,4.093883610551686,640198.0144958094,4863083.682764355,5,train,,,81.145325,-3.0606101582283003
5350403.13,2021S05075350403.13,0403.13,1.5404,35,Toronto,403.13,1525.0,1225.0,103000.0,80.32786885245902,757.4632227572937,0.7574632227572937,0.45804940744622386,0.025,1,0.0569277108433735,False,Not Significant,Not significant,66.5379207765432,13.789948075915817,640239.9632677428,4862056.368825004,5,train,,,78.86348,1.464389238201207
5350403.14,2021S05075350403.14,0403.14,2.1393,35,Toronto,403.14,2855.0,2300.0,102000.0,80.56042031523643,1363.357057854799,1.363357057854799,0.5142227919923827,0.008,1,0.02568152866242038,True,High-High,FDR-significant,67.07130383901938,13.489116476217049,638330.4977926932,4861442.414454123,5,train,,,81.07955,-0.519131381540916
5350411.15,2021S05075350411.15,0411.15,1.4028,35,Toronto,411.15,1520.0,1210.0,118000.0,79.60526315789474,671.2994520720692,0.6712994520720692,0.5281462707319898,0.004,1,0.01566839378238342,True,High-High,FDR-significant,69.59288858245198,10.012374575442763,619295.2656407472,4857357.336099166,2,test,80.15878,-0.5535198010896352,82.57485,-2.969588831851354
5350412.19,2021S05075350412.19,0412.19,2.837,35,Toronto,412.19,3250.0,2775.0,146000.0,85.38461538461539,5761.76408590682,5.76176408590682,1.2128564316846995,0.002,1,0.009362229102167182,True,High-High,FDR-significant,81.74465513575322,3.6399602488621667,610883.0243939334,4853369.714668277,2,test,82.39964,2.9849724402794493,85.82068,-0.4360633263221132
5350412.20,2021S05075350412.20,0412.20,1.2788,35,Toronto,412.2,1975.0,1770.0,139000.0,89.62025316455696,4746.549326778481,4.7465493267784815,1.3541555574610238,0.002,1,0.009362229102167182,True,High-High,FDR-significant,79.02282981967602,10.597423344880937,611331.7089297903,4852435.301261712,2,test,81.55572,8.064535696295238,86.02315,3.597105581549144
5350430.03,2021S05075350430.03,0430.03,3.1594,35,Toronto,430.03,1760.0,1510.0,123000.0,85.79545454545455,1538.3655584361773,1.5383655584361773,1.0634432279688115,0.001,1,0.006222222222222222,True,High-High,FDR-significant,71.71133343521943,14.084121110235117,641503.6410107439,4871314.486844991,5,train,,,83.91878,1.8766770796342342
5350576.55,2021S05075350576.55,0576.55,1.1349,35,Toronto,576.55,2425.0,2005.0,126000.0,82.68041237113401,8856.389400953929,8.85638940095393,0.4938348098963226,0.044,1,0.08453367217280813,False,Not Significant,Not significant,81.33080303465589,1.3496093364781245,600004.8037961428,4846699.821058454,7,train,,,82.187675,0.49273689505979235
5350576.57,2021S05075350576.57,0576.57,2.9142,35,Toronto,576.57,1380.0,1205.0,95000.0,87.31884057971014,6997.311167199527,6.997311167199527,0.8101829392177378,0.025,1,0.0569277108433735,False,Not Significant,Not significant,72.51536578764473,14.803474792065415,605497.9567354496,4846561.069857014,7,train,,,77.70872,9.610123233518735
5320202.12,2021S05075320202.12,0202.12,1.4518,35,Oshawa,202.12,985.0,870.0,127000.0,88.3248730964467,2439.2690091038667,2.4392690091038665,1.412453672732909,0.001,1,0.006222222222222222,True,High-High,FDR-significant,73.66061507659514,14.664258019851559,678293.8183130478,4863567.252831101,3,train,,,87.90486,0.4200116462513819
5350576.59,2021S05075350576.59,0576.59,0.9324,35,Toronto,576.59,2625.0,2000.0,120000.0,76.19047619047619,7260.5819294579505,7.260581929457951,0.2381544994949694,0.084,1,0.12960000000000002,False,Not Significant,Not significant,78.10666712846245,-1.9161909379862578,598818.8959373023,4845066.627397931,7,train,,,79.73379,-3.543311346144904
5350576.62,2021S05075350576.62,0576.62,1.1703,35,Toronto,576.62,2605.0,2040.0,128000.0,78.3109404990403,6781.595006490017,6.781595006490017,0.4072148536849167,0.025,1,0.0569277108433735,False,Not Significant,Not significant,79.20417277352935,-0.8932322744890513,607522.8817580193,4848224.852889983,7,train,,,80.4002,-2.0892593910964194
5350576.63,2021S05075350576.63,0576.63,2.2971,35,Toronto,576.63,2630.0,2130.0,141000.0,80.98859315589354,8664.672431059778,8.664672431059778,0.6474548368008204,0.003,1,0.01249586776859504,True,High-High,FDR-significant,84.25614027436629,-3.2675471184727485,605625.1204290993,4848475.932033668,7,train,,,84.600624,-3.6120309285791166
5350576.65,2021S05075350576.65,0576.65,1.4667,35,Toronto,576.65,1100.0,820.0,114000.0,74.54545454545455,6098.178567503287,6.098178567503287,0.2676082969317154,0.006,1,0.020712328767123287,True,High-High,FDR-significant,75.41479761053206,-0.8693430650775156,607892.0936939945,4847150.688630383,7,train,,,77.14037,-2.594918684525922
5350576.66,2021S05075350576.66,0576.66,2.9158,35,Toronto,576.66,2320.0,1855.0,122000.0,79.95689655172413,9980.954244105475,9.980954244105474,0.546645808792144,0.002,1,0.009362229102167182,True,High-High,FDR-significant,81.86901209666419,-1.9121155449400646,600329.3611304589,4848134.340808925,7,train,,,82.765594,-2.808697930697747
5370224.02,2021S05075370224.02,0224.02,83.5286,35,Hamilton,224.02,1070.0,925.0,158000.0,86.44859813084112,10187.469020082075,10.187469020082075,0.990241538686639,0.001,1,0.006222222222222222,True,High-High,FDR-significant,89.70852084293234,-3.2599227120912246,590439.4098126972,4807555.256196232,0,train,,,87.06748,-0.6188838637877865
5320202.13,2021S05075320202.13,0202.13,1.7896,35,Oshawa,202.13,1110.0,1000.0,131000.0,90.09009009009009,1999.2271881456636,1.9992271881456636,1.2969939234710504,0.001,1,0.006222222222222222,True,High-High,FDR-significant,73.96307316260105,16.127016927489038,677322.0784416015,4861178.27440152,3,train,,,86.75291,3.3371832907736803
5350376.15,2021S05075350376.15,0376.15,0.9131,35,Toronto,376.15,750.0,510.0,75000.0,68.0,914.6231039588916,0.9146231039588917,0.047243706507667134,0.11,3,0.15720226843100188,False,Not Significant,Not significant,60.830795808516754,7.169204191483246,637202.4300253817,4849941.213617931,5,train,,,61.88376,6.116241455078125
5350376.16,2021S05075350376.16,0376.16,0.2715,35,Toronto,376.16,1100.0,610.0,60800.0,55.45454545454545,815.069866814766,0.815069866814766,0.36135755027968386,0.142,3,0.19034042553191488,False,Not Significant,Not significant,57.71632300301157,-2.261777548466114,637295.728176523,4849252.295767406,5,train,,,55.535885,-0.08133940263228112
5350612.18,2021S05075350612.18,0612.18,1.5804,35,Toronto,612.18,1260.0,995.0,154000.0,78.96825396825396,4571.722263144215,4.571722263144214,0.4107511799192544,0.047,1,0.08805947955390335,False,Not Significant,Not significant,81.96890966243319,-3.0006556941792297,601201.2461284772,4811852.0841902625,4,train,,,79.97847,-1.0102158803788512
5350612.19,2021S05075350612.19,0612.19,1.0182,35,Toronto,612.19,1130.0,880.0,147000.0,77.87610619469027,4034.141400067423,4.034141400067423,0.3907782123310114,0.024,1,0.055317073170731715,False,Not Significant,Not significant,79.8336696213143,-1.9575634266240343,602293.7234607367,4811727.290818536,4,train,,,79.1967,-1.3205948551144218
5350612.20,2021S05075350612.20,0612.20,1.0504,35,Toronto,612.2,1205.0,970.0,162000.0,80.49792531120332,3499.187274220133,3.499187274220133,0.39266204691600076,0.043,1,0.08335384615384614,False,Not Significant,Not significant,82.33747509126324,-1.8395497800599259,601722.5291521609,4810914.746694073,4,train,,,79.70484,0.7930836974337865
5370223.13,2021S05075370223.13,0223.13,1.8187,35,Hamilton,223.13,1175.0,970.0,142000.0,82.5531914893617,3693.6337560021093,3.693633756002109,0.7320780237372823,0.002,1,0.009362229102167182,True,High-High,FDR-significant,78.36189461954051,4.191296869821187,597013.2099380345,4805249.730520892,0,train,,,82.33321,0.21997768320935052
5370223.14,2021S05075370223.14,0223.14,1.5839,35,Hamilton,223.14,950.0,775.0,174000.0,81.57894736842105,4203.70845385318,4.20370845385318,0.635611768752472,0.019,1,0.04717241379310345,True,High-High,FDR-significant,85.73133097737846,-4.1523836089574075,596448.5660888411,4805220.705879318,0,train,,,82.57714,-0.9981934396844139
