CTUID,DGUID,CTNAME,LANDAREA,PRUID,CMA_Name,CT_Name,Total_Commuters,Car_Drivers,Median_Income,Pct_Car_Commute,Distance_to_Transit_m,Dist_KM,local_I,local_p,lisa_quad,local_p_fdr,lisa_sig_fdr,lisa_cluster,sig_label,ols_pred,ols_resid,centroid_x,centroid_y,spatial_block,spatial_role,xgb_spatial_pred,xgb_spatial_resid,xgb_full_pred,xgb_full_resid,gs_base,gs_geo,gs_income_main,gs_dist_main,gs_income_geo_inter,gs_dist_geo_inter,gs_reconstructed_pred
5350804.10,2021S05075350804.10,0804.10,1.4956,35,Toronto,804.1,1220.0,885.0,81000.0,72.54098360655738,601.9455018887123,0.6019455018887123,0.10439063532669746,0.107,1,0.1549655172413793,False,Not Significant,Not significant,61.71110886024752,10.829874746309855,653481.0426265758,4855258.038837284,5,train,,,74.88797,-2.3469863641457493,69.259155,7.989928046376812,-2.847775415997351,-1.6790891401793338,0.7198802451664337,1.4458695307755696,74.88796853957963
5350804.11,2021S05075350804.11,0804.11,1.6894,35,Toronto,804.11,1990.0,1485.0,93000.0,74.62311557788944,1660.4282843937815,1.6604282843937814,0.18222971843040234,0.067,1,0.11144554455445546,False,Not Significant,Not significant,65.53966727870348,9.08344829918596,654984.8859724642,4856291.235448291,3,train,,,77.27322,-2.6501006696691576,69.259155,8.266408618889377,-0.36837143410420037,0.9937947589111052,-0.10280945489781217,-0.7749624680458121,77.27321529419015
5350450.05,2021S05075350450.05,0450.05,3.0023,35,Toronto,450.05,1950.0,1640.0,124000.0,84.1025641025641,953.0152571308884,0.9530152571308883,0.7860558705554547,0.004,1,0.01566839378238342,True,High-High,FDR-significant,71.2031800193779,12.899384083186206,624234.7036304609,4876842.712995679,1,test,81.81563,2.2869360508062897,82.991295,1.1112692417242584,69.259155,10.278764604573702,4.68470064508981,-0.14378657351282742,-0.41371448843501596,-0.6738226931961644,82.991296767957
5350450.06,2021S05075350450.06,0450.06,3.3529,35,Toronto,450.06,2370.0,2045.0,148000.0,86.28691983122363,2536.8758026901505,2.5368758026901506,0.9704374832589376,0.01,1,0.03030060120240481,True,High-High,FDR-significant,78.20558713614359,8.081332695080036,626095.806793351,4877510.490278079,1,test,81.784,4.502923249192378,83.7875,2.499421357102534,69.259155,7.485414691473071,5.938826506012721,1.3432620152164638,0.15194040194696184,-0.39109850822628434,83.78750037986043
5350573.06,2021S05075350573.06,0573.06,0.8234,35,Toronto,573.06,1875.0,1405.0,107000.0,74.93333333333332,2245.0708419653483,2.2450708419653482,0.14327991547864108,0.184,1,0.229166392092257,False,Not Significant,Not significant,69.20773759950346,5.725595733829863,597537.3895511536,4838666.731444097,7,train,,,76.153725,-1.2203913370768333,69.259155,3.905939085542849,3.1343563592173806,1.3549441481982765,-0.6223997838033224,-0.878269458242686,76.15372562435002
5350573.07,2021S05075350573.07,0573.07,1.5397,35,Toronto,573.07,2375.0,1665.0,84000.0,70.10526315789474,993.4509679815294,0.9934509679815294,0.02345438873692587,0.076,1,0.12007523510971788,False,Not Significant,Not significant,62.824076471599355,7.281186686295385,598657.0092685224,4837646.870692326,7,train,,,72.34222,-2.236953333804479,69.259155,4.3673146504843565,-1.8734096713539292,0.8327762959970441,0.24929062733197982,-0.4929104462105608,72.34221672968638
5350576.16,2021S05075350576.16,0576.16,0.985,35,Toronto,576.16,2575.0,2040.0,118000.0,79.2233009708738,6176.721332114981,6.176721332114981,0.3097853181051755,0.092,1,0.13896503496503496,False,Not Significant,Not significant,76.35413277798119,2.8691681928926016,599858.2790203961,4844023.872017973,7,train,,,78.80199,0.42131427653785636,69.259155,1.87758064442215,4.32856166598723,4.262899287050224,-0.5484567730692315,-0.3777524497174811,78.8019876481104
5350576.17,2021S05075350576.17,0576.17,1.1763,35,Toronto,576.17,2525.0,1850.0,114000.0,73.26732673267327,6652.647316907927,6.652647316907927,0.1317342869815806,0.075,1,0.11949420442571126,False,Not Significant,Not significant,76.09574426552032,-2.8284175328470553,600352.3187389631,4844464.62889236,7,train,,,76.67394,-3.4066158332447003,69.259155,1.2181908167913087,2.8395923274911494,4.641791725565031,-0.7110117495223982,-0.5737753507238227,76.67394304303876
5350585.09,2021S05075350585.09,0585.09,2.5319,35,Toronto,585.09,2265.0,2030.0,124000.0,89.62472406181016,15809.211248299549,15.80921124829955,1.5383123037882254,0.001,1,0.006222222222222222,True,High-High,FDR-significant,89.4481703401107,0.17655372169944883,602490.3565487054,4859245.970919094,7,train,,,88.27921,1.3455111101499995,69.259155,12.921974448501514,4.984339934719053,7.066091635427628,-1.1696250924061953,-4.782727062496954,88.27920913718255
5350585.10,2021S05075350585.10,0585.10,1.9392,35,Toronto,585.1,1965.0,1770.0,124000.0,90.07633587786259,13901.084895369779,13.90108489536978,1.6287560949671316,0.001,1,0.006222222222222222,True,High-High,FDR-significant,87.10478803278022,2.9715478450823696,603634.6779329992,4857652.572462493,7,train,,,88.361824,1.7145118422180587,69.259155,13.126784108455787,4.984340176312758,7.066091633454746,-1.2556877621149252,-4.818861301007727,88.36182212853814
5350586.02,2021S05075350586.02,0586.02,85.5158,35,Toronto,586.02,1070.0,960.0,115000.0,89.7196261682243,9219.938924991491,9.21993892499149,1.2909003098587228,0.001,1,0.006222222222222222,True,High-High,FDR-significant,79.45937075590305,10.260255412321243,588377.105970319,4843348.466228515,7,train,,,86.71492,3.0047061242789823,69.259155,4.234206394769479,4.219761474138132,6.614046453820987,2.472644243886127,-0.08489188889297708,86.71492195115924
5350516.30,2021S05075350516.30,0516.30,2.4039,35,Toronto,516.3,1585.0,1310.0,156000.0,82.64984227129337,827.5741074091746,0.8275741074091747,0.32147182024949356,0.163,1,0.20957142857142858,False,Not Significant,Not significant,77.79213525711415,4.857707014179212,604436.6647167173,4824801.786647261,4,train,,,81.079926,1.569916734183991,69.259155,5.171819727262957,6.667030057676564,-0.10959717292122446,-0.3104833846663673,0.40200198848826146,81.0799264892777
5350516.31,2021S05075350516.31,0516.31,1.4206,35,Toronto,516.31,695.0,580.0,131000.0,83.45323741007195,1190.6830708624777,1.1906830708624778,0.39654430090472675,0.089,1,0.1357901109989909,False,Not Significant,Not significant,72.97009490608865,10.483142503983302,605362.4301618999,4824103.941190837,4,train,,,77.19026,6.262975569251637,69.259155,5.7368639294328245,4.686761097979573,0.833317243561653,-1.417922994381742,-1.907913184929646,77.19026136510016
5350516.32,2021S05075350516.32,0516.32,1.0444,35,Toronto,516.32,1580.0,1280.0,144000.0,81.0126582278481,1725.2092013445033,1.7252092013445033,0.47418709243686324,0.076,1,0.12007523510971788,False,Not Significant,Not significant,76.36589784620841,4.6467603816396945,598459.3482326316,4825470.952844017,4,train,,,80.1698,0.8428584231606067,69.259155,7.177253018768217,5.5512264359333905,1.4702622685004194,-1.6106693870344142,-1.677427804014268,80.16979980559084
5350520.07,2021S05075350520.07,0520.07,0.3389,35,Toronto,520.07,1280.0,800.0,73000.0,62.5,331.9688273171764,0.3319688273171764,-0.016275948966584065,0.482,2,0.48585599999999995,False,Not Significant,Not significant,59.693796180068006,2.8062038199319943,611285.851862396,4826239.005805838,4,train,,,65.08221,-2.5822067260742188,69.259155,4.5099475246472505,-5.272309503607561,-4.757961747347536,-0.0534966011763478,1.3968722585475537,65.08220720450086
5350520.08,2021S05075350520.08,0520.08,1.102,35,Toronto,520.08,2030.0,1430.0,95000.0,70.44334975369459,1216.4922415266183,1.2164922415266182,0.01618988402824071,0.28,1,0.32,False,Not Significant,Not significant,65.41590470033078,5.027445053363806,610637.1846350749,4825416.525869813,4,train,,,73.506165,-3.0628147970866593,69.259155,4.524337336191651,0.7405976432881226,0.5873550652254996,0.07356499328366761,-1.6788457595721704,73.50616455185427
5350528.32,2021S05075350528.32,0528.32,1.9493,35,Toronto,528.32,1475.0,1130.0,147000.0,76.61016949152543,2152.8858396628957,2.1528858396628956,0.2565019240886153,0.059,1,0.103369640787949,False,Not Significant,Not significant,77.52328750796516,-0.9131180164397392,604709.9924584476,4830058.459200984,4,train,,,78.55482,-1.9446477081816056,69.259155,4.964575745272995,5.741799841918273,1.4814123191686084,-0.661144486160576,-2.2309814939301873,78.5548171997066
5350528.33,2021S05075350528.33,0528.33,2.5289,35,Toronto,528.33,1865.0,1515.0,137000.0,81.23324396782841,3244.0137075305183,3.2440137075305184,0.3952946022641816,0.076,1,0.12007523510971788,False,Not Significant,Not significant,76.75611796866029,4.477125999168123,603694.9730895375,4828952.129907228,4,train,,,80.422935,0.8103084819885709,69.259155,5.028804844881434,5.67707909372248,2.675782579931863,-0.2158135572946905,-2.002070842114406,80.42293739256418
5350528.34,2021S05075350528.34,0528.34,3.3417,35,Toronto,528.34,2020.0,1565.0,119000.0,77.47524752475248,721.3144251129391,0.7213144251129392,0.22698045098855538,0.16,1,0.20747855917667238,False,Not Significant,Not significant,69.8650313667593,7.610216157993179,607624.3614865978,4831108.137500729,4,train,,,76.53526,0.9399844632290382,69.259155,3.6674218061750894,3.9654979757788054,-0.6466162279698925,0.25033500752491006,0.03946970356957047,76.53526353851598
5350528.35,2021S05075350528.35,0528.35,15.0285,35,Toronto,528.35,1075.0,865.0,130000.0,80.46511627906978,1477.9951825247433,1.4779951825247433,0.21451643324854586,0.123,1,0.1710910763569457,False,Not Significant,Not significant,73.11222569484057,7.3528905842292005,610627.2406010935,4832780.486556656,4,train,,,77.157585,3.3075311350268066,69.259155,1.6641039135164302,4.796723809449477,1.1375862724529064,1.0369166094422235,-0.7369002573919754,77.15758562090656
5350530.01,2021S05075350530.01,0530.01,0.8448,35,Toronto,530.01,1760.0,1090.0,83000.0,61.93181818181818,1924.1414160523539,1.9241414160523538,0.10182400628993177,0.312,3,0.3486651884700665,False,Not Significant,Not significant,63.7563443538119,-1.8245261719937176,610111.5217618882,4841882.977303247,7,train,,,64.918434,-2.9866159612482264,69.259155,-0.6629330054048844,-2.451021367969031,0.881628410386124,-1.3662241107611293,-0.7421715331355678,64.91843366655301
5350530.02,2021S05075350530.02,0530.02,0.3997,35,Toronto,530.02,1315.0,870.0,76500.0,66.15969581749049,1688.1092013210061,1.6881092013210062,0.038094301400263396,0.332,3,0.3666793279766253,False,Not Significant,Not significant,62.09679769312555,4.062898124364935,610427.61794167,4841535.463698569,7,train,,,65.01143,1.1482669844826745,69.259155,0.1372348738683642,-3.404449781177821,1.0341474791918974,-1.6619302368120783,-0.35272925243487957,65.01142835607298
5350451.05,2021S05075350451.05,0451.05,2.5471,35,Toronto,451.05,1885.0,1545.0,127000.0,81.9628647214854,1142.0965776070705,1.1420965776070704,0.5576856309235817,0.034,1,0.06975305291723202,False,Not Significant,Not significant,72.06754922911645,9.895315492368951,620783.4552281421,4878165.842566559,1,test,83.68289,-1.7200271242177223,84.26469,-2.3018218629872536,69.259155,11.112567266744227,4.706501003710592,0.7911694258792845,-0.8408650691559032,-0.7638451309611438,84.26468276965456
5350451.06,2021S05075350451.06,0451.06,1.929,35,Toronto,451.06,2290.0,1950.0,128000.0,85.1528384279476,1076.0268755532184,1.0760268755532183,0.7167965264360177,0.042,1,0.08215265200517465,False,Not Significant,Not significant,72.19712767361919,12.955710754328408,621040.8385473919,4877168.695612091,1,test,81.68579,3.4670474123226,82.03539,3.1174456667171313,69.259155,11.336264706616157,4.46148494711431,-2.092820674832188,-0.9130653272566016,-0.015626163281257818,82.03539276179792
5350451.07,2021S05075350451.07,0451.07,3.4995,35,Toronto,451.07,1650.0,1380.0,132000.0,83.63636363636363,1451.2483145235049,1.451248314523505,0.7978948517850983,0.009,1,0.02811570247933884,True,High-High,FDR-significant,73.5008158386498,10.135547797713826,621181.0058565214,4875916.7159459945,1,test,83.24458,0.39178050648081353,83.95324,-0.3168758045543427,69.259155,10.893537146143407,4.737472318185864,1.1305298853477082,-0.4341826142351643,-1.6332697072621405,83.95324230161718
5350424.09,2021S05075350424.09,0424.09,2.1217,35,Toronto,424.09,1455.0,1200.0,122000.0,82.4742268041237,4494.4949895601685,4.4944949895601685,0.758169581299683,0.01,1,0.03030060120240481,True,High-High,FDR-significant,75.13105602407474,7.343170780048965,622919.5214322805,4866899.001868162,2,test,82.15956,0.31466564689714005,82.69953,-0.2253047510520787,69.259155,9.559367830277587,4.412672651414624,3.6344899415640564,-0.10978283978766039,-4.056369395471966,82.69953346143413
5350424.10,2021S05075350424.10,0424.10,2.7326,35,Toronto,424.1,1900.0,1530.0,142000.0,80.52631578947368,5092.789089818639,5.0927890898186385,0.6593513577895351,0.002,1,0.009362229102167182,True,High-High,FDR-significant,80.0802063285311,0.44610946094257997,622718.9292669005,4867973.769787385,1,test,82.17677,-1.6504572818153775,83.48025,-2.953931708084909,69.259155,9.833252129997753,5.392191079977391,3.901122255459389,-0.2305974140661431,-4.6748767817108074,83.48024654309509
5350424.11,2021S05075350424.11,0424.11,4.1599,35,Toronto,424.11,2510.0,2045.0,117000.0,81.47410358565737,4034.584434168698,4.034584434168698,0.6410351511701252,0.005,1,0.01826086956521739,True,High-High,FDR-significant,73.51264153513289,7.961462050524489,624810.6516681293,4868002.428280136,1,test,81.249535,0.2245689787237808,82.40959,-0.935488089147313,69.259155,8.103781180001583,4.513353876611692,2.8970222297293775,0.11444633003090951,-2.478169124018772,82.4095897657923
5350411.07,2021S05075350411.07,0411.07,1.757,35,Toronto,411.07,1555.0,1315.0,141000.0,84.56591639871382,1651.5727349942927,1.6515727349942926,0.5871294603299638,0.06,1,0.10475750577367204,False,Not Significant,Not significant,75.64330720800719,8.922609190706638,619316.9728932759,4855756.764085047,2,test,80.51485,4.051069596956012,83.3806,1.1853164231278868,69.259155,9.977608578791845,5.238085966376828,1.5161481405887205,-0.948649818727223,-1.6617472116180847,83.38060092884959
5350412.12,2021S05075350412.12,0412.12,1.031,35,Toronto,412.12,1325.0,1065.0,115000.0,80.37735849056604,703.2939406273418,0.7032939406273419,0.7078900844343915,0.009,1,0.02811570247933884,True,High-High,FDR-significant,69.00002400272267,11.37733448784337,616271.3432334233,4849891.902596438,2,test,74.47498,5.902375275234007,81.750244,-1.3728856500589615,69.259155,6.527619074036971,3.6837221228860617,-0.6075583863600789,1.447627929067277,1.4396781275534853,81.75024414062122
5350412.13,2021S05075350412.13,0412.13,2.5743,35,Toronto,412.13,1685.0,1385.0,97000.0,82.19584569732937,1269.5544750191932,1.2695544750191932,0.6531295363331063,0.024,1,0.055317073170731715,False,Not Significant,Not significant,65.90250891753583,16.29333677979355,616577.8912655759,4850742.989421648,2,test,69.37885,12.816992853091094,78.07852,4.11732396881375,69.259155,8.417294327180112,0.7871978755912654,0.8681106287007082,-0.031117093830342304,-1.2221202354199387,78.07852077565931
5350411.08,2021S05075350411.08,0411.08,29.5415,35,Toronto,411.08,2805.0,1945.0,75500.0,69.34046345811052,1279.393256703371,1.279393256703371,0.0007659248377268261,0.037,1,0.07429482071713146,False,Not Significant,Not significant,61.384131927138,7.95633153097252,619667.6815866698,4851530.16663093,2,test,64.99623,4.344232379008957,68.5855,0.7549608335988012,69.259155,5.299798721634706,-3.1060234029334937,1.1769024078152797,-1.0136213133120762,-3.0307090627031825,68.58550262393874
5350411.09,2021S05075350411.09,0411.09,1.3956,35,Toronto,411.09,1930.0,1465.0,130000.0,75.90673575129534,839.9562668073958,0.8399562668073958,0.2639974551950972,0.053,1,0.09631730769230769,False,Not Significant,Not significant,72.32864597844251,3.5780897728528345,621563.5230838779,4854748.339810494,2,test,79.16696,-3.2602259186265314,81.19437,-5.287630703782781,69.259155,8.059005438443707,4.683454802749167,0.49546857268720296,-1.692996254720527,0.39027766899093563,81.19436550158798
5350412.14,2021S05075350412.14,0412.14,2.2135,35,Toronto,412.14,1255.0,1080.0,180000.0,86.05577689243027,3651.4537397380013,3.651453739738001,1.1690971047533005,0.001,1,0.006222222222222222,True,High-High,FDR-significant,86.3174178292847,-0.2616409368544197,611717.6642479278,4851315.672873453,2,test,82.79114,3.2646391971177735,87.10281,-1.0470368282728515,69.259155,9.054852876656168,6.886490545265253,3.0595076757321373,1.9110772502814704,-3.0682718103363165,87.10281181103622
5350412.15,2021S05075350412.15,0412.15,4.4754,35,Toronto,412.15,1800.0,1570.0,134000.0,87.22222222222223,2681.8827788553235,2.6818827788553237,1.1985818558002215,0.001,1,0.006222222222222222,True,High-High,FDR-significant,75.4336041238624,11.788618098359834,613193.0016240543,4851169.380922946,2,test,77.07544,10.146782769097229,84.448006,2.7742165459526973,69.259155,10.034085176700025,4.891409537554551,2.046207562654795,1.4990030298354968,-3.281857765983823,84.44800281419855
5350411.12,2021S05075350411.12,0411.12,1.2772,35,Toronto,411.12,2075.0,1690.0,138000.0,81.44578313253012,2171.0293191992896,2.1710293191992895,0.5667978418572162,0.006,1,0.020712328767123287,True,High-High,FDR-significant,75.64909797868792,5.796685153842205,617805.8069992482,4857149.595241736,2,test,81.69347,-0.24768305399331325,82.659096,-1.213312631630032,69.259155,10.363965664268834,5.649296707684749,1.4532681533934353,-1.4892665111098187,-2.577325430992574,82.65909385668212
5350128.04,2021S05075350128.04,0128.04,0.162,35,Toronto,128.04,1240.0,515.0,80000.0,41.53225806451613,473.42413095887986,0.47342413095887986,3.021655622171769,0.003,3,0.01249586776859504,True,Low-Low,FDR-significant,61.34255186126161,-19.810293796745484,629619.267074666,4839528.028975506,6,train,,,39.23736,2.2948999712544094,69.259155,-17.09721432892958,-3.1680313481378177,-2.556379566362294,-1.078688904443509,-6.121475405919919,39.23736571964438
5350363.06,2021S05075350363.06,0363.06,0.821,35,Toronto,363.06,2275.0,1310.0,72500.0,57.58241758241758,416.6663752786512,0.4166663752786512,0.484922939736881,0.052,3,0.09484197828709288,False,Not Significant,Not significant,59.692454249847124,-2.110036667429547,640977.2047052927,4848675.042259329,5,train,,,55.607666,1.9747515667925768,69.259155,-4.469221584216874,-5.199559103207131,-1.5800658055098755,-0.4388192299901447,-1.9638235371733452,55.607666013340136
5350363.07,2021S05075350363.07,0363.07,2.2422,35,Toronto,363.07,1465.0,750.0,55600.0,51.19453924914675,1867.2148638828776,1.8672148638828776,0.6375781431379512,0.067,3,0.11144554455445546,False,Not Significant,Not significant,57.9127298967855,-6.71819064763875,642406.7879379246,4849129.286059293,5,train,,,54.213127,-3.0185878870837186,69.259155,-5.514560694792829,-8.527673437096706,1.0035416921185822,0.017710122651707922,-2.0250429591841566,54.213129997134104
5350378.23,2021S05075350378.23,0378.23,1.5314,35,Toronto,378.23,1080.0,710.0,91000.0,65.74074074074075,1310.1683350383232,1.3101683350383233,0.07997261895976909,0.156,3,0.2031627906976744,False,Not Significant,Not significant,64.68807262569067,1.052668115050082,639299.535706228,4851021.724946913,5,train,,,64.222984,1.5177564267759038,69.259155,-0.4986655301059488,-0.14330301620880148,0.9584808135172485,-2.896745710922735,-2.4559370384520975,64.22298479126516
5350378.24,2021S05075350378.24,0378.24,2.5129,35,Toronto,378.24,1525.0,1000.0,68500.0,65.57377049180327,1656.4948211903452,1.6564948211903452,0.08573068429106938,0.134,3,0.18252972972972975,False,Not Significant,Not significant,60.3722192874189,5.201551204384373,640445.583156172,4851599.249495744,5,train,,,65.065254,0.5085162803774921,69.259155,0.03518078277102796,-3.7098604076401602,1.3824105814141157,0.5089002815169,-2.410532777076309,65.06525373442307
5350400.13,2021S05075350400.13,0400.13,1.2779,35,Toronto,400.13,2020.0,1540.0,105000.0,76.23762376237624,3649.922173928404,3.649922173928404,0.1647633923275665,0.203,1,0.24693161705551087,False,Not Significant,Not significant,70.51160645535259,5.726017307023653,639842.5490299227,4856491.469306329,5,train,,,77.15119,-0.9135679490495363,69.259155,6.072154463761911,3.3533855424817105,2.717762547078348,-1.445976580740363,-2.805290012356328,77.15119123366277
5350400.14,2021S05075350400.14,0400.14,1.0543,35,Toronto,400.14,1760.0,1360.0,102000.0,77.27272727272727,3791.979445860507,3.791979445860507,0.11428112224673258,0.275,1,0.31547799696509865,False,Not Significant,Not significant,70.05391069128625,7.218816581441018,639935.8076689079,4855394.530205666,5,train,,,76.39055,0.8821785666725788,69.259155,6.1481743448409905,2.26925015505914,2.6362573410945034,-0.9010872812036959,-3.0212006512513554,76.3905491819771
5350401.17,2021S05075350401.17,0401.17,1.1107,35,Toronto,401.17,800.0,635.0,100000.0,79.375,1850.847379568741,1.850847379568741,0.3685061355886018,0.068,1,0.11236721311475412,False,Not Significant,Not significant,67.2485557087597,12.126444291240304,636834.0836920959,4855455.450633172,5,train,,,78.61909,0.7559127807617188,69.259155,8.429882828593,2.194989892195804,0.9818341028362871,-1.5953318243031012,-0.6514430537382241,78.61908721902127
5350573.09,2021S05075350573.09,0573.09,1.3795,35,Toronto,573.09,2250.0,1700.0,111000.0,75.55555555555556,2197.827580053994,2.197827580053994,0.2027848998879654,0.074,1,0.1186511134676564,False,Not Significant,Not significant,69.99259413475356,5.562961420801997,597550.4530394631,4837137.714549422,7,train,,,76.22416,-0.6686036851670991,69.259155,4.353314956792475,2.5604653369023227,1.373547568043814,-0.6726781104457685,-0.6496448299415977,76.22416019478875
